"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
45C0001221,VICTORIA SURGERY CENTER,105 JAMES COLEMAN DR.,VICTORIA,TX,77904,,(361) 578-0234,97,3,0,98,87,10,3,92,88,10,2,95,87,12,1,96,,1569,305,20,01/01/2021,12/31/2021
45C0001233,HILL COUNTRY MEMORIAL SURGERY CENTER,204 GATEWAY NORTH SUITE B,MARBLE FALLS,TX,78654,,(830) 798-1821,99,1,0,99,95,5,0,97,92,7,1,96,94,5,1,98,,600,241,40,01/01/2021,12/31/2021
45C0001240,GOLDEN TRIANGLE SURGERY CENTER LLC DBA BAPTIST BEAUMONT SURGICAL AFFILIATES,3560 COLLEGE STREET,BEAUMONT,TX,77701,,(409) 835-7070,96,3,1,98,91,8,1,95,84,13,3,94,85,12,3,93,2,1319,407,31,01/01/2021,12/31/2021
45C0001243,NORTHWEST SURGERY CENTER RED OAK,17322 RED OAK DR,HOUSTON,TX,77090,,(281) 895-9100,97,3,0,98,90,7,3,94,85,13,2,93,84,14,2,94,,1130,277,25,01/01/2021,12/31/2021
45C0001245,CORPUS CHRISTI SURGICARE LTD DBA CORPUS CHRISTI OUTPATIENT SURGERY CENTER,3636 SOUTH ALAMEDA ST SUITE A,CORPUS CHRISTI,TX,78411,,(361) 853-2200,98,2,0,99,94,5,1,96,94,6,0,97,92,8,0,97,,1111,244,22,01/01/2021,12/31/2021
45C0001247,PASO DEL NORTE SURGERY CENTER,125 W. CASTELLANO,EL PASO,TX,79912,,(915) 532-8200,96,3,1,97,91,7,2,94,93,6,1,97,89,10,1,96,,1018,185,18,01/01/2021,12/31/2021
45C0001250,SHORELINE SURGERY CENTER LLP DBA CHRISTUS SPOHN-SURGICARE OF CORPUS CHRISTI,718 ELIZABETH ST,CORPUS CHRISTI,TX,78404,,(361) 882-3204,97,3,0,98,92,6,2,95,88,11,1,95,85,12,3,93,,900,277,31,01/01/2021,12/31/2021
45C0001257,BAYLOR SCOTT AND WHITE SURGICARE DENTON,350 SOUTH IH 35 EAST,DENTON,TX,76205,,(940) 323-1393,98,2,0,99,93,6,1,96,92,6,2,96,92,7,1,96,,1278,418,33,01/01/2021,12/31/2021
45C0001264,TEXAN SURGERY CENTER,7000 NORTH MOPAC EXPRESSWAY SUITE 120,AUSTIN,TX,78731,,(512) 342-0900,96,4,0,98,91,7,2,94,84,14,2,94,83,15,2,93,,1068,295,28,01/01/2021,12/31/2021
45C0001267,NMC SURGERY CENTER LP DBA THE SURGERY CENTER OF NACOGDOCHES,4948 N E STALLINGS DR,NACOGDOCHES,TX,75965,,(936) 568-3595,97,3,0,99,92,7,1,95,94,4,2,97,93,6,1,97,,1319,366,28,01/01/2021,12/31/2021
45C0001274,VICTORIA AMBULATORY SURGERY CENTER DBA THE SURGERY CENTER,6370 NORTH NAVARRO ST,VICTORIA,TX,77904,,(361) 570-8311,98,2,0,99,93,6,1,96,94,5,1,97,93,6,1,97,,1054,334,32,01/01/2021,12/31/2021
45C0001277,TEXAS ENDOSCOPY PLANO,6405 WEST PARKER #370,PLANO,TX,75093,,(214) 778-2570,98,2,0,99,89,9,2,94,93,6,1,96,88,12,0,96,,969,216,22,01/01/2021,12/31/2021
45C0001298,NORTH HOUSTON ENDOSCOPY AND SURGERY,275 LANTERN BEND SUITE 400,HOUSTON,TX,77090,,(281) 440-5797,96,3,1,98,93,6,1,96,89,9,2,95,85,11,4,93,,988,266,27,01/01/2021,12/31/2021
45C0001301,BAYLOR SCOTT & WHITE SURGICARE GRAPEVINE,2040 WEST STATE HWY 114,GRAPEVINE,TX,76051,,(817) 410-4300,98,2,0,99,92,7,1,95,87,11,2,94,87,12,1,95,,1603,339,21,01/01/2021,12/31/2021
45C0001307,TEXAS ORTHOPEDICS SURGERY CENTER,4700 SETON CENTER PARKWAY SUITE 100,AUSTIN,TX,78759,,(512) 608-4647,98,2,0,99,90,8,2,94,90,9,1,95,88,11,1,95,,1678,378,23,01/01/2021,12/31/2021
45C0001315,PARK CITIES SURGERY CENTER LLC DBA PARK CITIES SURGERY CENTER,6901 SNIDER PLAZA SUITE 300,UNIVERSITY PARK,TX,75205,,(214) 706-6901,96,3,1,98,91,6,3,94,90,9,1,96,88,9,3,95,,919,194,21,01/01/2021,12/31/2021
45C0001318,BAYLOR SCOTT AND WHITE SURGICARE CARROLLTON,4780 NORTH JOSEY LANE,CARROLLTON,TX,75010,,(972) 395-2210,97,3,0,98,94,5,1,96,92,7,1,96,90,8,2,96,,1306,231,18,01/01/2021,12/31/2021
45C0001338,SAN ANTONIO ENDOSCOPY CENTER,8550 DATAPOINT DR SUITE 100,SAN ANTONIO,TX,78229,,(210) 615-7232,97,3,0,99,90,9,1,94,92,6,2,96,89,9,2,96,,1030,249,24,01/01/2021,12/31/2021
45C0001344,MIDLAND TEXAS SURGICAL CENTER LLC,5609 DEAUVILLE BLVD,MIDLAND,TX,79706,,(432) 699-4224,99,1,0,99,95,4,1,97,93,6,1,97,95,5,0,98,,819,189,23,01/01/2021,12/31/2021
45C0001351,THEDA OAKS GASTROENTEROLOGY AND ENDOSCOPY CENTER LLC,19226 STONE HUE SUITE 103,SAN ANTONIO,TX,78258,,(210) 268-0100,96,3,1,98,88,10,2,93,89,9,2,95,85,14,1,95,,1025,218,21,01/01/2021,12/31/2021
45C0001355,BAYLOR SCOTT & WHITE SURGICARE PLANO,1701 OHIO DR,PLANO,TX,75093,,(214) 291-3000,97,3,0,98,90,7,3,93,90,8,2,95,87,10,3,94,,1043,231,22,01/01/2021,12/31/2021
45C0001357,BAYLOR SCOTT AND WHITE SURGICARE FORT WORTH,750 12TH AVE,FORT WORTH,TX,76104,,(817) 334-5101,96,3,1,98,91,7,2,95,90,7,3,95,88,9,3,95,,1288,281,22,01/01/2021,12/31/2021
45C0001363,MEMORIAL HERMANN ENDOSCOPY CENTER NORTH LOOP,1900 NORTH LOOP WEST SUITE #550,HOUSTON,TX,77018,,(713) 396-1300,98,2,0,99,93,6,1,96,90,10,0,96,88,11,1,95,,2328,285,12,01/01/2021,12/31/2021
45C0001364,ROCKWALL AMBULATORY SURGERY CENTER LLP,825 WEST YELLOWJACKET LN,ROCKWALL,TX,75087,,(972) 772-6166,98,2,0,99,94,5,1,96,91,7,2,96,90,8,2,95,,1606,338,21,01/01/2021,12/31/2021
45C0001369,MEMORIAL HERMANN SURGERY CENTER GREATER HEIGHTS,1631 NORTH LOOP WEST SUITE #300,HOUSTON,TX,77008,,(713) 396-1300,98,2,0,99,94,5,1,97,93,7,0,96,87,12,1,95,,1779,314,18,01/01/2021,12/31/2021
45C0001370,TEXAS INTERNATIONAL ENDOSCOPY CENTER LP,6620 MAIN ST STE 1500,HOUSTON,TX,77030,,(713) 520-8432,97,3,0,98,94,5,1,96,87,12,1,95,86,13,1,95,,1231,259,21,01/01/2021,12/31/2021
45C0001374,EL PASO DAY,1300 MURCHISON,EL PASO,TX,79902,,(915) 373-4180,98,2,0,99,90,8,2,94,92,7,1,96,89,10,1,96,,1575,327,21,01/01/2021,12/31/2021
45C0001384,TUSCAN SURGERY CENTER AT LAS COLINAS,701 TUSCAN DR SUITE 100,IRVING,TX,75039,,(214) 442-1900,97,3,0,98,91,7,2,95,85,13,2,95,88,10,2,95,,1276,274,21,01/01/2021,12/31/2021
45C0001391,NORTH TEXAS ENDOSCOPY PARTNERS,"2023 W. MCDERMOTT DR., # 240",ALLEN,TX,75013,,(972) 781-1482,98,2,0,99,93,5,2,96,92,8,0,97,90,9,1,96,,1368,304,22,01/01/2021,12/31/2021
45C0001393,NORTH GARLAND SURGERY CENTER LLP DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH GARLAND,7150 NORTH GEORGE BUSH HWY SUITE 101,GARLAND,TX,75044,,(214) 703-1800,97,2,1,98,93,6,1,96,93,6,1,96,92,7,1,97,,1186,266,22,01/01/2021,12/31/2021
45C0001396,CENTENNIAL ASC LLC,4401 COIT RD #100,FRISCO,TX,75035,,(469) 893-6573,95,4,1,97,89,9,2,93,88,9,3,94,86,12,2,94,,1520,238,16,01/01/2021,12/31/2021
45C0001406,MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS LLP DBA MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS,9200 PINECROFT DR SUITE 200,THE WOODLANDS,TX,77380,,(281) 297-9500,99,1,0,100,94,5,1,97,93,7,0,97,92,7,1,97,,1115,199,18,01/01/2021,12/31/2021
45C0001412,CEDAR PARK SURGERY CENTER LLP DBA HILL COUNTRY SURGERY CENTER,801 EAST WHITESTONE BLVD SUITE 100,CEDAR PARK,TX,78613,,(512) 528-2000,98,2,0,99,90,8,2,94,90,9,1,95,89,10,1,96,,1645,350,21,01/01/2021,12/31/2021
45C0001421,MEMORIAL HERMANN SURGERY CENTER RICHMOND LLC,1517 THOMPSON RD SUITE 100,RICHMOND,TX,77469,,(281) 344-5444,97,2,1,98,88,9,3,93,85,13,2,94,85,13,2,94,,2017,323,16,01/01/2021,12/31/2021
45C0001422,LONE STAR ENDOSCOPY-KELLER,180 BEAR CREEK PARKWAY,KELLER,TX,76248,,(817) 337-3671,98,2,0,99,94,5,1,96,95,4,1,97,94,5,1,97,,914,211,23,01/01/2021,12/31/2021
45C0001434,MEMORIAL HERMANN SURGERY CENTER BRAZORIA LLC,2760 BRAZOS PARKWAY,ANGLETON,TX,77515,,(979) 848-5910,,,,,,,,,,,,,,,,,4,,,,,
45C0001442,MEMORIAL HERMANN SURGERY CENTER KINGSLAND,21720 KINGSLAND BLVD SUITE 101,KATY,TX,77450,,(281) 579-5655,99,1,0,99,93,6,1,96,94,5,1,96,90,8,2,96,,1378,214,16,01/01/2021,12/31/2021
45C0001443,MEMORIAL HERMANN SURGERY CENTER SOUTHWEST,7789 SOUTHWEST FREEWAY SUITE 200,HOUSTON,TX,77074,,(713) 343-3100,96,3,1,98,92,7,1,95,83,15,2,93,82,15,3,93,,1683,247,15,01/01/2021,12/31/2021
45C0001446,MEMORIAL HERMANN SURGERY CENTER TEXAS MEDICAL CENTER,6400 FANNIN ST SUITE 1500,HOUSTON,TX,77030,,(713) 790-7710,94,4,2,96,90,8,2,94,84,12,4,92,82,15,3,92,,1923,249,13,01/01/2021,12/31/2021
45C0001447,MEMORIAL HERMANN SURGERY CENTER KATY,23920 KATY FREEWAY,KATY,TX,77494,,(281) 644-3200,97,2,1,98,91,7,2,94,87,11,2,95,88,10,2,95,,1850,278,15,01/01/2021,12/31/2021
45C0001449,MEMORIAL HERMANN SURGERY CENTER SUGAR LAND LLP,17510 WEST GRAND PARKWAY SOUTH SUITE 200,SUGAR LAND,TX,77479,,(281) 238-1600,97,3,0,98,94,5,1,96,86,12,2,94,82,15,3,93,,1082,208,19,01/01/2021,12/31/2021
45C0001458,NORTHWEST SURGERY CENTER LLP,11111 RESEARCH BLVD SUITE 350,AUSTIN,TX,78759,,(512) 349-4010,97,3,0,99,93,6,1,96,90,8,2,94,86,13,1,95,,1058,203,19,01/01/2021,12/31/2021
45C0001465,EL PASO CENTER FOR GASTROINTESTINAL ENDOSCOPY LLC,1620 N. MESA ST,EL PASO,TX,79902,,(915) 545-5300,93,6,1,96,89,8,3,93,86,11,3,94,85,12,3,93,,2044,410,20,01/01/2021,12/31/2021
45C0001471,BAYLOR SURGICARE AT GRANBURY LLC,1717 PALUXY RD.,GRANBURY,TX,76048,,(817) 579-8863,98,2,0,99,95,4,1,97,95,4,1,97,92,7,1,96,,1318,461,35,01/01/2021,12/31/2021
45C0001481,HYDE PARK SURGERY CENTER,4611 GUADALUPE ST SUITE 100,AUSTIN,TX,78751,,(512) 420-2303,97,3,0,98,89,10,1,94,89,9,2,95,82,16,2,93,,1308,250,19,01/01/2021,12/31/2021
45C0001486,BAYLOR SCOTT & WHITE SURGICARE AT MANSFIELD,280 REGENCY PARKWAY,MANSFIELD,TX,76063,,(469) 387-2313,96,3,1,98,91,7,2,95,89,7,4,95,87,10,3,94,,1320,230,17,01/01/2021,12/31/2021
45C0001509,MEDICAL PARK TOWER SURGERY CENTER,1301 WEST 38TH ST SUITE 109,AUSTIN,TX,78705,,(512) 354-3011,96,3,1,97,92,7,1,95,86,11,3,93,84,13,3,94,,1169,268,23,01/01/2021,12/31/2021
45C0001513,MEMORIAL HERMANN MEMORIAL VILLAGE SURGERY CENTER,1120 BUSINESS CENTER DR SUITE 110,HOUSTON,TX,77043,,(713) 337-1111,95,4,1,97,91,7,2,95,85,10,5,93,80,14,6,91,,1038,174,17,01/01/2021,12/31/2021
45C0001522,WILLIAMSON SURGERY CENTER,"301 SETON PKWY, STE 200",ROUND ROCK,TX,78665,,(512) 861-4214,97,2,1,98,92,7,1,95,89,9,2,95,86,12,2,94,,1282,366,29,01/01/2021,12/31/2021
45C0001536,KIRBY GLEN SURGERY CENTER,2459 S. BRAESWOOD BLVD.,HOUSTON,TX,77030,,(713) 529-8600,95,4,1,97,89,9,2,93,81,15,4,92,79,18,3,91,,1407,327,23,01/01/2021,12/31/2021
45C0001561,SURGCENTER OF PLANO,6101 WINDHAVEN PARKWAY SUITE 195,PLANO,TX,75093,,(469) 209-7054,,,,,,,,,,,,,,,,,4,,,,,
45C0001570,LONE STAR ENDOSCOPY CENTER LLC,1001 SURREY LANE,FLOWER MOUND,TX,75022,,(214) 513-6300,97,3,0,99,92,6,2,95,93,5,2,97,91,7,2,96,,1295,336,26,01/01/2021,12/31/2021
45C0001582,BEAR CREEK SURGERY CENTER LLC,100 BOURLAND RD SUITE 110,KELLER,TX,76248,,(817) 518-9130,,,,,,,,,,,,,,,,,4,,,,,
45C0001597,NORTH PINES SURGERY CENTER LLC,4019 I 45 N SUITE 150,CONROE,TX,77304,,(936) 641-8181,96,3,1,97,89,8,3,93,89,6,5,94,88,10,2,95,,1049,252,24,01/01/2021,12/31/2021
45C0001607,MEMORIAL HERMANN SURGERY CENTER PINECROFT,9305 PINECROFT DR SUITE 200,SPRING,TX,77380,,(832) 823-5156,98,2,0,99,94,5,1,96,92,6,2,96,91,7,2,96,,1446,309,21,01/01/2021,12/31/2021
45C0001638,METHODIST CRAIG RANCH SURGERY CENTER,6045 ALMA RD SUITE 100,MCKINNEY,TX,75070,,(469) 907-1650,97,3,0,98,89,9,2,93,89,9,2,95,84,15,1,94,,1707,272,16,01/01/2021,12/31/2021
45C0001646,LONE STAR ENDOSCOPY CENTER SOUTHLAKE,515 SOUTH NOLEN DR,SOUTHLAKE,TX,76092,,(817) 912-1999,98,2,0,99,94,5,1,96,94,5,1,98,91,8,1,96,,1340,361,27,01/01/2021,12/31/2021
45C0001656,BAYLOR SURGICARE AT BAYLOR PLANO LLC DBA BAYLOR SCOTT AND WHITE SURGICARE AT PLANO ALLIANCE,4825 ALLIANCE BLVD SUTE 300,PLANO,TX,75093,,(469) 367-0700,97,3,0,98,89,8,3,93,89,9,2,95,86,12,2,94,,1506,332,22,01/01/2021,12/31/2021
45C0001657,BAYLOR SCOTT AND WHITE SPORTS SURGERY CENTER AT THE STAR,3800 GAYLORD PARKWAY SUITE 410,FRISCO,TX,75034,,(972) 668-5911,98,2,0,99,92,6,2,95,94,5,1,97,92,7,1,97,,1932,339,18,01/01/2021,12/31/2021
45C0001678,HILL COUNTRY SURGERY CENTER LLC DBA SURGERY CENTER BOERNE,112 HERFF RD SUITE 200,BOERNE,TX,78006,,(830) 331-7700,98,2,0,99,95,4,1,97,95,4,1,97,94,6,0,98,,1648,472,29,01/01/2021,12/31/2021
46C0001003,AVENUES SURGICAL CENTER,359 EAST 8TH AVE,SALT LAKE CITY,UT,84103,,(801) 792-2815,98,2,0,99,90,8,2,94,88,10,2,95,86,12,2,94,,1898,455,24,01/01/2021,12/31/2021
46C0001004,MCKAY DEE SURGICAL CENTER LLC,"3903 HARRISON BLVD., STE. 100",OGDEN,UT,84403,,(801) 387-3600,98,2,0,99,92,7,1,96,90,9,1,95,89,10,1,96,,3479,855,25,01/01/2021,12/31/2021
49C0001009,CENTRAL VIRGINIA SURGI-CENTER LP DBA SURGI-CENTER OF CENTRAL VIRGINIA,1500 DIXON ST SUITE 101,FREDERICKSBURG,VA,22401,,(540) 371-5349,98,2,0,99,91,7,2,95,86,12,2,95,86,13,1,95,,969,312,32,01/01/2021,12/31/2021
49C0001012,VIRGINIA BEACH AMBULATORY SURGERY CENTER,1700 WILL O WISP DR,VIRGINIA BEACH,VA,23454,,(757) 496-6400,99,1,0,99,93,6,1,96,94,5,1,97,92,8,0,97,,1050,280,27,01/01/2021,12/31/2021
49C0001017,KAISER FOUNDATION HEALTH PLAN OF THE MID ATLANTIC STAT,8008 WESTPARK DR,MC LEAN,VA,22102,,(703) 490-8400,98,2,0,99,94,5,1,96,89,11,0,96,88,10,2,95,,2524,629,25,01/01/2021,12/31/2021
49C0001034,MARY IMMACULATE AMBULATORY SURGERY CENTER LLC,12720 MCMANUS BLVD SUITE 103,NEWPORT NEWS,VA,23602,,(757) 369-7000,98,2,0,99,92,7,1,96,90,8,2,96,88,11,1,95,,919,252,27,01/01/2021,12/31/2021
49C0001044,ST. MARY'S AMBULATORY SURGERY CENTER,1501 MAPLE AVE SUITE 300,RICHMOND,VA,23226,,(804) 287-7881,98,2,0,99,90,8,2,94,92,7,1,96,91,7,2,96,,1140,302,26,01/01/2021,12/31/2021
49C0001047,BON SECOURS SURGERY CENTER AT VIRGINIA BEACH LLC,828 HEALTHY WAY SUITE 115,VIRGINIA BEACH,VA,23462,,(757) 495-8070,98,2,0,99,93,6,1,96,91,8,1,96,90,10,0,96,,894,274,31,01/01/2021,12/31/2021
49C0001049,BON SECOURS SURGERY CENTER AT HARBOUR VIEW LLC DBA BON SECOURS SURGERY CENTER AT HARBOUR VIEW,5818 HARBOUR VIEW BLVD SUITE 102D,SUFFOLK,VA,23435,,(757) 215-0499,98,2,0,99,92,7,1,95,88,10,2,95,86,12,2,95,,871,266,31,01/01/2021,12/31/2021
49C0001062,NOVANT HEALTH HAYMARKET AMBULATORY SURGICAL CENTER,15225 HEATHCOTE BLVD,HAYMARKET,VA,20169,,(336) 277-8770,97,3,0,98,90,8,2,94,88,10,2,95,88,11,1,95,,1425,546,38,01/01/2021,12/31/2021
50C0001048,TACOMA AMBULATORY SURGERY CENTER,209 MARTIN LUTHER KING JR WAY,TACOMA,WA,98405,,(206) 596-3590,97,3,0,98,92,7,1,95,84,14,2,94,83,15,2,93,,2601,762,29,01/01/2021,12/31/2021
50C0001095,PUGET SOUND GASTROETNEROLOGY AT KIRKLANDEVERGREEN ENDO CTR,11800 NE 128TH ST SUITE 100,KIRKLAND,WA,98034,,(425) 899-4500,,,,,,,,,,,,,,,,,4,,,,,
50C0001146,THE EVERETT CLINIC,3901 HOYT AVE,EVERETT,WA,98201,,(425) 259-0966,98,2,0,99,92,7,1,95,88,10,2,95,88,11,1,95,,2173,547,25,01/01/2021,12/31/2021
50C0001152,THE VANCOUVER CLINIC INC,700 NE 87TH AVE.,VANCOUVER,WA,98664,,(360) 397-3462,98,2,0,99,89,9,2,93,86,12,2,94,85,13,2,94,,6917,1731,25,01/01/2021,12/31/2021
50C0001157,EDMONDS ENDOSCOPY CENTER,"21600 HWY 99, STE. 260",EDMONDS,WA,98026,,(425) 774-2650,,,,,,,,,,,,,,,,,4,,,,,
50C0001190,GASTROENTEROLOGY ASSOCIATES LLC,500 LILLY RD NORTHEAST SUITE 204,OLYMPIA,WA,98506,,(360) 413-8250,97,2,1,98,91,7,2,94,89,8,3,95,89,9,2,95,,1182,407,34,01/01/2021,12/31/2021
50C0001226,PUGET SOUND GASTROENTEROLOGY PS,501 N. 34TH ST. STE. 101,SEATTLE,WA,98103,,(206) 838-1777,,,,,,,,,,,,,,,,,4,,,,,
50C0001233,NORTHWEST ORTHOPAEDIC SPECIALISTS PS,601 WEST 5TH AVE SUITE 500,SPOKANE,WA,99204,,(509) 344-8672,97,3,0,99,94,5,1,97,92,6,2,96,94,5,1,97,,1916,270,14,01/01/2021,12/31/2021
50C0001243,THE DOCTOR'S CLINIC,2200 NW MYRHE RD,SILVERDALE,WA,98383,,(360) 830-1111,,,,,,,,,,,,,,,,,4,,,,,
50C0001280,BELLEVUE AMBULATORY SURGERY CENTER,11511 NE 10TH ST,BELLEVUE,WA,98004,,(509) 241-7026,97,3,0,98,90,8,2,94,86,11,3,94,83,15,2,94,,2689,796,30,01/01/2021,12/31/2021
50C0001311,PROVIDENCE SURGERY AND PROCEDURE CENTER,16528 EAST DESMET CT,SPOKANE VALLEY,WA,99216,,(509) 474-3732,97,2,1,98,92,7,1,95,93,6,1,96,93,6,1,97,,1884,453,24,01/01/2021,12/31/2021
50C0001327,THE EVERETT CLINIC,21401 72ND AVE WEST,EDMONDS,WA,98026,,(425) 258-3900,98,2,0,99,93,6,1,96,89,10,1,95,85,13,2,94,,1947,427,22,01/01/2021,12/31/2021
52C0001005,SSM HEALTH DAVIS DUEHR DEAN SURGERY CENTER,1025 REGENT ST,MADISON,WI,53715,,(608) 259-3570,97,3,0,98,92,7,1,95,85,12,3,93,81,17,2,93,,776,330,43,01/01/2021,12/31/2021
52C0001011,SSM HEALTH SURGERYDIGESTIVE HEALTH CTR ON PARK ST,700 SOUTH PARK ST,MADISON,WI,53715,,(608) 259-3510,98,2,0,99,92,7,1,95,89,10,1,95,86,12,2,94,,1131,368,33,01/01/2021,12/31/2021
52C0001097,PAIN CENTERS OF WISCONSIN FORT ATKINSON LLC,1604 MADISON AVE.,FORT ATKINSON,WI,53538,,(414) 325-3749,,,,,,,,,,,,,,,,,4,,,,,
52C0001109,WISCONSIN SPECIALTY SURGERY CENTER LLC,"7401 104TH AVE, STE. 100",KENOSHA,WI,53158,,(262) 697-1006,,,,,,,,,,,,,,,,,4,,,,,
53C0001010,TETON OUTPATIENT SERVICES LLC,150 BUFFALO WAY,JACKSON,WY,83001,,(307) 733-8677,98,2,0,99,93,6,1,96,91,7,2,95,91,8,1,96,,1761,447,25,01/01/2021,12/31/2021
53C0001018,SHERIDAN SURGICAL CENTER LLC,1524 WEST 5TH ST,SHERIDAN,WY,82801,,(370) 672-7874,97,3,0,98,90,8,2,94,87,11,2,95,87,12,1,95,,1346,547,41,01/01/2021,12/31/2021
55C0001055,SAN FERNANDO VALLEY SURGERY CENTER,11550 INDIAN HILLS RD SUITE 160,MISSION HILLS,CA,91345,,(818) 256-2100,95,4,1,97,87,10,3,92,84,13,3,93,82,16,2,93,,1800,443,25,01/01/2021,12/31/2021
55C0001083,SACRAMENTO MIDTOWN ENDOSCOPY CENTER,3941 J ST SUITE 460,SACRAMENTO,CA,95819,,(916) 733-6940,95,5,0,97,86,12,2,92,82,15,3,92,76,22,2,91,,939,254,27,01/01/2021,12/31/2021
