"Facility ID","Facility Name","Address","City","State","ZIP Code","County","Telephone","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients’ rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
390041,UNIONTOWN HOSPITAL,500 WEST BERKELEY STREET,UNIONTOWN,PA,15401,Fayette,(724) 430-5000,97,2,1,98,90,8,2,94,79,17,4,92,72,25,3,90,,1588,417,26,01/01/2021,12/31/2021
390042,"WASHINGTON HOSPITAL, THE",155 WILSON AVENUE,WASHINGTON,PA,15301,Washington,(724) 225-7000,97,3,0,98,90,8,2,94,87,12,1,95,84,14,2,94,,1726,627,36,01/01/2021,12/31/2021
390044,READING HOSPITAL,420 S 5TH AVENUE,WEST READING,PA,19611,Berks,(610) 988-8000,98,2,0,99,92,7,1,95,86,12,2,94,79,19,2,92,,3011,759,25,01/01/2021,12/31/2021
390050,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVENUE,PITTSBURGH,PA,15212,Allegheny,(412) 359-3131,97,3,0,99,92,7,1,95,87,11,2,94,88,11,1,95,,997,298,30,01/01/2021,12/31/2021
390057,GRAND VIEW HEALTH,700 LAWN AVENUE,SELLERSVILLE,PA,18960,Bucks,(215) 453-4615,98,2,0,99,92,6,2,95,85,13,2,94,80,18,2,92,,2591,605,30,01/01/2021,12/31/2021
390076,BRANDYWINE HOSPITAL,201 REECEVILLE ROAD,COATESVILLE,PA,19320,Chester,(610) 383-8000,97,2,1,98,89,9,2,94,84,15,1,94,72,25,3,89,,510,136,27,01/01/2021,12/31/2021
390081,DELAWARE COUNTY MEMORIAL HOSPITAL,501 NORTH LANSDOWNE AVE,DREXEL HILL,PA,19026,Delaware,(215) 284-8100,94,5,1,97,88,9,3,92,78,17,5,92,79,15,6,91,,6772,842,13,01/01/2021,12/31/2021
390090,WEST PENN HOSPITAL,4800 FRIENDSHIP AVENUE,PITTSBURGH,PA,15224,Allegheny,(412) 578-5000,97,3,0,98,92,6,2,95,83,15,2,94,84,14,2,94,,1167,275,24,01/01/2021,12/31/2021
390096,PENN STATE HEALTH ST. JOSEPH,2500 BERNVILLE ROAD,READING,PA,19605,Berks,(610) 378-2000,98,2,0,99,91,7,2,95,88,10,2,95,87,11,2,95,,1629,445,27,01/01/2021,12/31/2021
390097,HOLY REDEEMER HOSPITAL AND MEDICAL CENTER,1648 HUNTINGDON PIKE,MEADOWBROOK,PA,19046,Montgomery,(215) 947-3000,96,3,1,97,90,8,2,94,87,10,3,94,83,15,2,93,,1819,407,23,01/01/2021,12/31/2021
390100,LANCASTER GENERAL HOSPITAL,555 NORTH DUKE STREET,LANCASTER,PA,17602,Lancaster,(717) 544-5511,97,3,0,99,92,7,1,95,89,10,1,95,88,11,1,95,,5744,1857,32,01/01/2021,12/31/2021
390111,HOSPITAL OF UNIV OF PENNSYLVANIA,34TH & SPRUCE STS,PHILADELPHIA,PA,19104,Philadelphia,(215) 662-3227,96,3,1,98,93,6,1,96,91,8,1,96,90,8,2,96,,1695,399,24,01/01/2021,12/31/2021
390112,CHAN SOON- SHIONG MEDICAL CENTER AT WINDBER,600 SOMERSET AVENUE,WINDBER,PA,15963,Somerset,(814) 467-3000,97,3,0,98,89,9,2,93,83,14,3,93,84,15,1,94,,1331,602,45,01/01/2021,12/31/2021
390113,MEADVILLE MEDICAL CENTER,751 LIBERTY STREET,MEADVILLE,PA,16335,Crawford,(814) 333-5000,98,2,0,99,91,7,2,94,83,16,1,93,77,22,1,92,,1710,574,35,01/01/2021,12/31/2021
390115,JEFFERSON HEALTH- NORTHEAST,10800 KNIGHTS ROAD,PHILADELPHIA,PA,19114,Philadelphia,(215) 612-4000,96,3,1,98,92,6,2,95,84,12,4,93,78,19,3,91,,2542,559,22,01/01/2021,12/31/2021
390125,WAYNE MEMORIAL HOSPITAL,601 PARK STREET,HONESDALE,PA,18431,Wayne,(570) 253-8100,97,3,0,98,90,8,2,94,82,16,2,94,80,19,1,93,,829,234,29,01/01/2021,12/31/2021
390127,PHOENIXVILLE HOSPITAL,140 NUTT ROAD,PHOENIXVILLE,PA,19460,Chester,(610) 983-1000,97,2,1,98,90,8,2,94,87,10,3,94,84,14,2,94,,1505,441,29,01/01/2021,12/31/2021
390133,LEHIGH VALLEY HOSPITAL,1200 SOUTH CEDAR CREST BOULEVARD,ALLENTOWN,PA,18103,Lehigh,(610) 402-8000,,,,,,,,,,,,,,,,,4,,,,,
390138,WELLSPAN WAYNESBORO HOSPITAL,501 EAST MAIN ST,WAYNESBORO,PA,17268,Franklin,(717) 765-4000,97,2,1,98,93,6,1,96,87,11,2,94,84,14,2,94,,1588,486,31,01/01/2021,12/31/2021
390139,BRYN MAWR HOSPITAL,130 SOUTH BRYN MAWR AVE,BRYN MAWR,PA,19010,Montgomery,(610) 526-3000,98,1,1,99,92,6,2,95,89,9,2,95,87,11,2,95,,2897,736,25,01/01/2021,12/31/2021
390145,EXCELA HEALTH WESTMORELAND REGIONAL HOSPITAL,532 WEST PITTSBURGH STREET,GREENSBURG,PA,15601,Westmoreland,(724) 832-4000,97,3,0,99,93,6,1,96,90,9,1,95,85,13,2,94,,1232,417,34,01/01/2021,12/31/2021
390146,WARREN GENERAL HOSPITAL,TWO CRESCENT PARK WEST,WARREN,PA,16365,Warren,(814) 723-3300,97,3,0,98,89,9,2,94,79,18,3,92,73,25,2,90,,1079,302,28,01/01/2021,12/31/2021
390151,WELLSPAN CHAMBERSBURG HOSPITAL,112 NORTH SEVENTH STREET,CHAMBERSBURG,PA,17201,Franklin,(717) 267-3000,97,3,0,98,90,8,2,94,79,19,2,92,75,24,1,91,,2130,547,26,01/01/2021,12/31/2021
390153,PAOLI HOSPITAL,255 WEST LANCASTER AVENUE,PAOLI,PA,19301,Chester,(610) 648-1000,97,3,0,98,91,7,2,95,88,11,1,95,88,11,1,95,,2093,627,30,01/01/2021,12/31/2021
390160,CANONSBURG GENERAL HOSPITAL,100 MEDICAL BOULEVARD,CANONSBURG,PA,15317,Washington,(724) 873-5892,97,3,0,98,94,5,1,96,90,9,1,95,86,13,1,95,,1856,533,29,01/01/2021,12/31/2021
390168,BUTLER MEMORIAL HOSPITAL,ONE HOSPITAL WAY,BUTLER,PA,16001,Butler,(724) 283-6666,96,4,0,98,89,9,2,93,84,14,2,94,83,15,2,93,,2102,576,28,01/01/2021,12/31/2021
390174,THOMAS JEFFERSON UNIVERSITY HOSPITAL,111 SOUTH 11TH STREET,PHILADELPHIA,PA,19107,Philadelphia,(215) 955-6000,95,4,1,97,92,6,2,95,85,12,3,94,84,14,2,94,,4718,1039,22,01/01/2021,12/31/2021
390179,CHESTER COUNTY HOSPITAL,701 EAST MARSHALL STREET,WEST CHESTER,PA,19380,Chester,(610) 431-5000,98,2,0,99,91,7,2,95,89,9,2,95,90,8,2,95,,1865,548,29,01/01/2021,12/31/2021
390180,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,19013,Delaware,(610) 447-2000,95,4,1,97,89,8,3,93,82,14,4,93,82,16,2,93,,16301,1962,12,01/01/2021,12/31/2021
390185,LEHIGH VALLEY HOSPITAL - HAZLETON,700 EAST BROAD STREET,HAZLETON,PA,18201,Luzerne,(570) 501-4000,,,,,,,,,,,,,,,,,4,,,,,
390195,MAIN LINE HOSPITAL LANKENAU,100 LANCASTER AVE,WYNNEWOOD,PA,19096,Montgomery,(610) 645-2000,96,4,0,98,92,6,2,95,89,9,2,95,87,11,2,94,,3891,879,23,01/01/2021,12/31/2021
390201,LEHIGH VALLEY HOSPITAL - POCONO,206 EAST BROWN STREET,EAST STROUDSBURG,PA,18301,Monroe,(570) 421-4000,,,,,,,,,,,,,,,,,4,,,,,
390203,DOYLESTOWN HOSPITAL,595 WEST STATE ST,DOYLESTOWN,PA,18901,Bucks,(215) 345-2200,98,2,0,99,90,8,2,94,91,8,1,96,91,8,1,96,,2029,595,29,01/01/2021,12/31/2021
390217,EXCELA HEALTH - FRICK HOSPITAL,508 SOUTH CHURCH STREET,MOUNT PLEASANT,PA,15666,Westmoreland,(724) 547-1500,96,4,0,98,91,7,2,95,88,8,4,94,80,18,2,93,,1028,341,33,01/01/2021,12/31/2021
390219,EXCELA HEALTH LATROBE HOSPITAL,ONE MELLON WAY,LATROBE,PA,15650,Westmoreland,(724) 537-1000,98,2,0,99,93,6,1,96,91,8,1,96,88,11,1,95,,1365,488,36,01/01/2021,12/31/2021
390222,RIDDLE MEMORIAL HOSPITAL,1068 WEST BALTIMORE PIKE,MEDIA,PA,19063,Delaware,(610) 566-9400,96,3,1,98,91,7,2,95,82,16,2,93,81,17,2,93,,2037,573,28,01/01/2021,12/31/2021
390223,PENN PRESBYTERIAN MEDICAL CENTER,51 NORTH 39TH STREET,PHILADELPHIA,PA,19104,Philadelphia,(215) 662-8000,96,4,0,98,90,9,1,94,87,10,3,94,83,13,4,92,,2497,550,22,01/01/2021,12/31/2021
390226,PENNSYLVANIA HOSPITAL,800 SPRUCE STREET,PHILADELPHIA,PA,19107,Philadelphia,(215) 829-3000,96,3,1,98,91,7,2,94,86,12,2,94,87,12,1,95,2,1460,325,22,01/01/2021,12/31/2021
390231,ABINGTON MEMORIAL HOSPITAL,1200 OLD YORK ROAD,ABINGTON,PA,19001,Montgomery,(215) 481-2000,95,4,1,97,90,8,2,94,84,13,3,94,82,16,2,93,,2197,617,28,01/01/2021,12/31/2021
390265,JEFFERSON HOSPITAL,565 COAL VALLEY ROAD,JEFFERSON HILLS,PA,15025,Allegheny,(412) 469-5000,98,2,0,99,92,7,1,95,89,9,2,95,87,11,2,94,,1330,458,35,01/01/2021,12/31/2021
390266,GROVE CITY MEDICAL CENTER,631 NORTH BROAD STREET EXT.,GROVE CITY,PA,16127,Mercer,(724) 450-7000,,,,,,,,,,,,,,,,,4,,,,,
390267,FORBES HOSPITAL,2570 HAYMAKER ROAD,MONROEVILLE,PA,15146,Allegheny,(412) 858-2000,98,2,0,99,92,6,2,95,90,8,2,95,86,13,1,95,,1138,337,30,01/01/2021,12/31/2021
390268,MOUNT NITTANY MEDICAL CENTER,1800 EAST PARK AVE,STATE COLLEGE,PA,16803,Centre,(814) 231-7000,98,2,0,99,92,7,1,95,87,10,3,94,83,16,1,94,,3952,1217,31,01/01/2021,12/31/2021
390316,SURGICAL INSTITUTE OF READING,2752 CENTURY BOULEVARD,WYOMISSING,PA,19610,Berks,(717) 999-9999,98,2,0,99,91,7,2,95,90,9,1,95,88,11,1,95,,2309,911,39,01/01/2021,12/31/2021
390322,ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL,3300 TILLMAN DRIVE,BENSALEM,PA,19020,Bucks,(215) 244-7400,99,1,0,99,91,8,1,95,93,6,1,97,90,9,1,96,,2270,784,35,01/01/2021,12/31/2021
410004,ROGER WILLIAMS MEDICAL CENTER,825 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,Providence,(401) 456-2025,95,4,1,97,86,10,4,91,78,19,3,92,81,17,2,93,,3605,597,17,01/01/2021,12/31/2021
410005,OUR LADY OF FATIMA HOSPITAL,200 HIGH SERVICE AVENUE,NORTH PROVIDENCE,RI,02904,Providence,(401) 456-3000,97,3,0,98,89,8,3,93,84,15,1,94,85,13,2,94,,4420,749,17,01/01/2021,12/31/2021
410006,NEWPORT HOSPITAL,11 FRIENDSHIP STREET,NEWPORT,RI,02840,Newport,(401) 846-6400,97,3,0,98,91,7,2,95,88,10,2,95,83,16,1,94,,1874,545,29,01/01/2021,12/31/2021
410007,RHODE ISLAND HOSPITAL,593 EDDY STREET,PROVIDENCE,RI,02903,Providence,(401) 444-4000,96,3,1,98,90,8,2,94,83,13,4,93,79,17,4,91,,8475,2231,27,01/01/2021,12/31/2021
410008,SOUTH COUNTY HOSPITAL INC,100 KENYON AVE,WAKEFIELD,RI,02879,Washington,(401) 782-8020,98,2,0,99,89,9,2,94,90,9,1,96,89,10,1,96,,1359,420,32,01/01/2021,12/31/2021
410012,THE MIRIAM HOSPITAL,164 SUMMIT AVENUE,PROVIDENCE,RI,02906,Providence,(401) 793-2500,97,2,1,98,89,8,3,93,88,9,3,95,89,9,2,96,,3751,1104,30,01/01/2021,12/31/2021
420002,PIEDMONT MEDICAL CENTER,222 S HERLONG AVE,ROCK HILL,SC,29730,York,(803) 329-1234,95,4,1,97,91,7,2,95,76,19,5,91,70,27,3,89,,1985,435,22,01/01/2021,12/31/2021
420004,MUSC MEDICAL CENTER,169 ASHLEY AVE,CHARLESTON,SC,29425,Charleston,(843) 792-2300,97,3,0,98,93,6,1,96,89,8,3,95,87,12,1,95,,3053,735,24,01/01/2021,12/31/2021
420007,SPARTANBURG MEDICAL CENTER,101 E WOOD ST,SPARTANBURG,SC,29303,Spartanburg,(864) 560-6554,96,3,1,98,90,8,2,94,84,14,2,94,82,16,2,93,,2242,480,21,01/01/2021,12/31/2021
420011,CANNON MEMORIAL HOSPITAL,123 W G ACKER DRIVE,PICKENS,SC,29671,Pickens,(864) 878-4791,98,2,0,99,94,5,1,96,86,14,0,95,84,14,2,94,3,520,99,21,01/01/2021,12/31/2021
420027,ANMED HEALTH,800 N FANT ST,ANDERSON,SC,29621,Anderson,(864) 512-2830,97,3,0,98,92,7,1,95,85,13,2,94,84,15,1,94,,3848,898,23,01/01/2021,12/31/2021
420043,CHEROKEE MEDICAL CENTER,1530 N LIMESTONE ST,GAFFNEY,SC,29340,Cherokee,(864) 487-4271,98,2,0,99,95,4,1,97,83,15,2,94,86,13,1,95,,552,115,21,01/01/2021,12/31/2021
420053,NEWBERRY COUNTY MEMORIAL HOSPITAL,2669 KINARD ST,NEWBERRY,SC,29108,Newberry,(803) 405-7145,98,2,0,99,93,7,0,96,89,10,1,95,81,18,1,93,,1125,317,28,01/01/2021,12/31/2021
420066,LAKE CITY COMMUNITY HOSPITAL,258 N RON MCNAIR BLVD,LAKE CITY,SC,29560,Florence,(843) 374-2036,,,,,,,,,,,,,,,,,4,,,,,
420071,SELF REGIONAL HEALTHCARE,1325 SPRING STREET,GREENWOOD,SC,29646,Greenwood,(864) 227-4111,97,2,1,98,91,7,2,94,86,12,2,94,82,16,2,93,,3916,837,22,01/01/2021,12/31/2021
420072,HAMPTON REGIONAL MEDICAL CENTER,595 WEST CAROLINA AVENUE,VARNVILLE,SC,29944,Hampton,(803) 943-2771,97,3,0,99,92,4,4,94,81,14,5,93,82,16,2,93,3,534,85,16,01/01/2021,12/31/2021
420080,HILTON HEAD REGIONAL MEDICAL CENTER,25 HOSPITAL CENTER BLVD,HILTON HEAD ISLAND,SC,29925,Beaufort,(843) 681-6122,97,3,0,98,86,11,3,91,83,13,4,92,76,22,2,91,,2037,707,35,01/01/2021,12/31/2021
420082,AIKEN REGIONAL MEDICAL CENTER,302 UNIVERSITY PARKWAY,AIKEN,SC,29801,Aiken,(803) 641-5900,94,5,1,97,90,7,3,94,78,18,4,91,75,21,4,90,,1198,312,26,01/01/2021,12/31/2021
420089,EAST COOPER MEDICAL CENTER,2000 HOSPITAL DR,MOUNT PLEASANT,SC,29464,Charleston,(843) 881-0100,96,4,0,98,90,8,2,94,91,8,1,95,90,9,1,96,,1890,479,25,01/01/2021,12/31/2021
420101,COASTAL CAROLINA HOSPITAL,1000 MEDICAL CENTER DRIVE,HARDEEVILLE,SC,29927,Jasper,(843) 784-8182,94,5,1,97,90,8,2,94,78,19,3,92,76,21,3,91,,1887,609,32,01/01/2021,12/31/2021
420103,PELHAM MEDICAL CENTER,250 WESTMORELAND ROAD,GREER,SC,29651,Greenville,(864) 560-6554,98,2,0,99,92,6,2,95,90,8,2,95,91,7,2,96,,1533,428,28,01/01/2021,12/31/2021
430005,"PRAIRIE LAKES HEALTHCARE SYSTEM, INC",401 9TH AVENUE NW,WATERTOWN,SD,57201,Codington,(605) 882-7000,97,3,0,99,91,8,1,95,82,16,2,93,75,24,1,91,,1953,675,35,01/01/2021,12/31/2021
430048,MONUMENT HEALTH SPEARFISH HOSPITAL,1440 N MAIN ST,SPEARFISH,SD,57783,Lawrence,(605) 644-4000,98,2,0,99,92,7,1,95,83,15,2,93,88,12,0,96,,2874,306,11,01/01/2021,12/31/2021
430077,MONUMENT HEALTH RAPID CITY HOSPITAL,353 FAIRMONT BLVD,RAPID CITY,SD,57701,Pennington,(605) 755-1000,96,3,1,97,90,8,2,94,80,17,3,93,82,15,3,93,,7623,982,13,01/01/2021,12/31/2021
430089,DUNES SURGICAL HOSPITAL,600 N SIOUX POINT ROAD,DAKOTA DUNES,SD,57049,Union,(605) 232-3332,98,2,0,99,93,6,1,96,91,7,2,96,88,11,1,95,,1334,498,38,01/01/2021,12/31/2021
430093,SAME DAY SURGERY CENTER LLC,651 CATHEDRAL DRIVE,RAPID CITY,SD,57701,Pennington,(605) 755-9900,98,2,0,99,90,8,2,94,91,8,1,97,87,12,1,95,,1931,264,14,01/01/2021,12/31/2021
430095,AVERA HEART HOSPITAL OF SOUTH DAKOTA,4500 W 69TH ST,SIOUX FALLS,SD,57108,Lincoln,(605) 977-7000,,,,,,,,,,,,,,,,,4,,,,,
431320,MONUMENT HEALTH LEAD-DEADWOOD HOSPITAL,61 CHARLES STREET,DEADWOOD,SD,57732,Lawrence,(605) 717-6000,96,3,1,98,96,3,1,98,84,12,4,95,93,3,4,96,3,290,31,11,01/01/2021,12/31/2021
431321,MONUMENT HEALTH STURGIS HOSPITAL,2140 JUNCTION AVE,STURGIS,SD,57785,Meade,(605) 720-2400,95,5,0,97,82,17,1,91,88,9,3,94,79,18,3,92,3,253,30,12,01/01/2021,12/31/2021
440015,"UNIVERSITY HEALTH SYSTEM, INC",1924 ALCOA HIGHWAY,KNOXVILLE,TN,37920,Knox,(865) 544-9000,97,3,0,98,93,6,1,96,89,9,2,95,90,8,2,96,,11428,3078,27,01/01/2021,12/31/2021
440016,BAPTIST MEMORIAL HOSPITAL - CARROLL COUNTY,631 RB WILSON DR,HUNTINGDON,TN,38344,Carroll,(731) 986-4461,96,3,1,98,90,8,2,94,82,15,3,93,79,18,3,92,,704,167,24,01/01/2021,12/31/2021
440018,SYCAMORE SHOALS HOSPITAL,1501 WEST ELK AVENUE,ELIZABETHTON,TN,37643,Carter,(423) 542-1300,95,4,1,97,93,6,1,96,88,10,2,95,84,14,2,94,,1331,272,20,01/01/2021,12/31/2021
440039,VANDERBILT UNIVERSITY MEDICAL CENTER,1211 MEDICAL CENTER DRIVE,NASHVILLE,TN,37232,Davidson,(615) 322-3454,97,3,0,98,94,5,1,97,90,8,2,95,90,8,2,96,,23312,4970,21,01/01/2021,12/31/2021
440048,BAPTIST MEMORIAL HOSPITAL,6019 WALNUT GROVE ROAD,MEMPHIS,TN,38120,Shelby,(901) 226-5000,97,2,1,98,91,7,2,95,89,8,3,95,89,9,2,95,,6632,1389,21,01/01/2021,12/31/2021
440049,METHODIST HOSPITALS OF MEMPHIS,1265 UNION AVE SUITE 700,MEMPHIS,TN,38104,Shelby,(901) 516-8274,96,3,1,98,92,6,2,95,90,8,2,95,84,13,3,93,,3089,657,24,01/01/2021,12/31/2021
440059,COOKEVILLE REGIONAL MEDICAL CENTER,1 MEDICAL CENTER BOULEVARD,COOKEVILLE,TN,38501,Putnam,(931) 783-2000,95,5,0,97,89,9,2,93,80,17,3,92,80,18,2,93,,3947,1090,28,01/01/2021,12/31/2021
440063,JOHNSON CITY MEDICAL CENTER,400 N STATE OF FRANKLIN RD,JOHNSON CITY,TN,37604,Washington,(423) 431-6111,97,3,0,98,91,8,1,95,81,18,1,94,80,18,2,93,,980,209,21,01/01/2021,12/31/2021
440104,ERLANGER MEDICAL CENTER,975 E 3RD ST,CHATTANOOGA,TN,37403,Hamilton,(423) 778-7000,95,4,1,97,91,8,1,95,84,14,2,94,80,18,2,92,,6813,1415,21,01/01/2021,12/31/2021
440130,BAPTIST MEMORIAL HOSPITAL UNION CITY,1201 BISHOP ST,UNION CITY,TN,38261,Obion,(731) 885-2410,97,3,0,98,93,6,1,96,89,9,2,95,85,14,1,94,,1558,346,22,01/01/2021,12/31/2021
440131,BAPTIST MEMORIAL HOSPITAL TIPTON,1995 HIGHWAY 51 S,COVINGTON,TN,38019,Tipton,(901) 476-2621,96,4,0,98,89,8,3,93,83,14,3,93,76,21,3,91,,756,125,17,01/01/2021,12/31/2021
440132,HENRY COUNTY MEDICAL CENTER,301 TYSON AV,PARIS,TN,38242,Henry,(731) 642-1220,97,2,1,98,92,5,3,94,86,10,4,93,84,11,5,92,,455,162,36,01/01/2021,12/31/2021
440176,INDIAN PATH COMMUNITY HOSPITAL,2000 BROOKSIDE DR,KINGSPORT,TN,37660,Sullivan,(423) 431-1941,96,4,0,98,92,7,1,95,83,14,3,93,83,14,3,93,,2118,515,24,01/01/2021,12/31/2021
440183,ST FRANCIS HOSPITAL,5959 PARK AVE,MEMPHIS,TN,38119,Shelby,(901) 765-1000,93,6,1,96,85,11,4,90,76,15,9,89,69,25,6,87,,1745,341,20,01/01/2021,12/31/2021
440184,FRANKLIN WOODS COMMUNITY HOSPITAL,300 MED TECH PARKWAY,JOHNSON CITY,TN,37604,Washington,(423) 302-1120,97,2,1,98,91,7,2,95,85,12,3,93,85,14,1,95,,1021,215,21,01/01/2021,12/31/2021
440228,SAINT FRANCIS BARTLETT MEDICAL CENTER,2986 KATE BOND RD,BARTLETT,TN,38133,Shelby,(901) 820-7050,98,2,0,99,88,9,3,93,89,8,3,95,85,12,3,93,,1919,413,22,01/01/2021,12/31/2021
450002,THE HOSPITALS OF PROVIDENCE - MEMORIAL CAMPUS,2001 N OREGON ST,EL PASO,TX,79902,El Paso,(915) 577-6011,93,6,1,96,86,11,3,92,80,13,7,91,76,18,6,90,,1938,351,18,01/01/2021,12/31/2021
450007,PETERSON REGIONAL MEDICAL CENTER,551 HILL COUNTRY DRIVE,KERRVILLE,TX,78028,Kerr,(830) 896-4200,97,3,0,99,93,6,1,96,87,11,2,95,86,13,1,95,,1395,404,29,01/01/2021,12/31/2021
450018,UNIVERSITY OF TEXAS MEDICAL BRANCH GALVESTON,301 UNIVERSITY BOULEVARD,GALVESTON,TX,77555,Galveston,(409) 772-1011,97,3,0,98,94,5,1,97,90,7,3,95,87,11,2,95,,3033,500,17,01/01/2021,12/31/2021
450023,CITIZENS MEDICAL CENTER,2701 HOSPITAL DRIVE,VICTORIA,TX,77901,Victoria,(361) 573-9181,96,4,0,98,90,8,2,94,85,13,2,94,84,15,1,94,,2670,742,30,01/01/2021,12/31/2021
450028,VALLEY BAPTIST MEDICAL CENTER- BROWNSVILLE,1040 W JEFFERSON ST,BROWNSVILLE,TX,78520,Cameron,(956) 544-1400,93,6,1,96,87,11,2,93,82,14,4,92,78,18,4,91,,2264,335,15,01/01/2021,12/31/2021
450033,VHS HARLINGEN HOSPITAL COMPANY LLC,2101 PEASE ST,HARLINGEN,TX,78550,Cameron,(956) 389-1100,94,5,1,96,85,11,4,90,78,16,6,91,74,20,6,88,,1971,368,19,01/01/2021,12/31/2021
450040,COVENANT MEDICAL CENTER,3615 19TH STREET,LUBBOCK,TX,79410,Lubbock,(806) 725-4431,96,4,0,98,90,8,2,94,83,14,3,93,80,18,2,93,,2062,367,23,01/01/2021,12/31/2021
450044,UT SOUTHWESTERN UNIVERSITY HOSPITAL - WILLIAM P. CLEMENTS JR.,6201 HARRY HINES BLVD,DALLAS,TX,75390,Dallas,(214) 633-5555,97,3,0,99,93,6,1,96,92,6,2,96,91,7,2,96,,12260,2701,22,01/01/2021,12/31/2021
450058,BAPTIST MEDICAL CENTER,111 DALLAS STREET,SAN ANTONIO,TX,78205,Bexar,(210) 297-8256,94,5,1,96,89,8,3,93,84,12,4,93,79,17,4,91,,9916,2039,21,01/01/2021,12/31/2021
450080,TITUS REGIONAL MEDICAL CENTER,2001 N JEFFERSON,MOUNT PLEASANT,TX,75455,Titus,(903) 577-6000,95,5,0,97,93,6,1,96,85,12,3,94,75,24,1,91,,1117,208,19,01/01/2021,12/31/2021
450092,FORT DUNCAN MEDICAL CENTER,3333 N FOSTER MALDONADO BLVD,EAGLE PASS,TX,78852,Maverick,(830) 773-5321,94,5,1,97,90,8,2,94,81,13,6,92,75,20,5,89,,1176,134,11,01/01/2021,12/31/2021
450104,GUADALUPE REGIONAL MEDICAL CENTER,1215 E COURT ST,SEGUIN,TX,78155,Guadalupe,(830) 379-2411,96,4,0,98,90,9,1,94,85,13,2,94,81,17,2,92,,1600,439,28,01/01/2021,12/31/2021
450119,SOUTH TEXAS HEALTH SYSTEM,1102 W TRENTON ROAD,EDINBURG,TX,78539,Hidalgo,(956) 632-4484,94,5,1,96,89,8,3,93,84,12,4,93,81,15,4,91,,3379,465,14,01/01/2021,12/31/2021
450154,VAL VERDE REGIONAL MEDICAL CENTER,801 BEDELL AVE,DEL RIO,TX,78840,Val Verde,(830) 775-8566,95,4,1,97,94,4,2,96,81,13,6,92,77,18,5,90,,1144,127,12,01/01/2021,12/31/2021
450209,NORTHWEST TEXAS HOSPITAL,1501 S COULTER ST,AMARILLO,TX,79106,Potter,(806) 354-1110,96,3,1,98,92,7,1,95,86,12,2,95,83,16,1,94,,1197,219,18,01/01/2021,12/31/2021
450235,MEMORIAL HOSPITAL,1110 NORTH SARAH DEWITT DRIVE,GONZALES,TX,78629,Gonzales,(830) 672-7581,99,1,0,99,89,9,2,94,94,5,1,96,86,12,2,94,2;3,306,62,20,01/01/2021,12/31/2021
450253,BELLVILLE ST JOSEPH HEALTH CENTER,44 N CUMMINGS ST,BELLVILLE,TX,77418,Austin,(979) 865-3141,98,2,0,99,93,6,1,96,90,9,1,96,89,10,1,96,,621,125,21,01/01/2021,12/31/2021
450324,TEXOMA MEDICAL CENTER,5016 S US HIGHWAY 75,DENISON,TX,75020,Grayson,(903) 416-4000,94,5,1,97,90,6,4,93,83,11,6,92,80,16,4,91,,1060,193,18,01/01/2021,12/31/2021
450369,CHILDRESS REGIONAL MEDICAL CENTER,HWY 83 NORTH,CHILDRESS,TX,79201,Childress,(940) 937-6371,97,2,1,98,94,3,3,96,89,8,3,94,89,9,2,96,3,584,90,16,01/01/2021,12/31/2021
450411,EASTLAND MEMORIAL HOSPITAL,304 S DAUGHERTY,EASTLAND,TX,76448,Eastland,(254) 629-2601,99,1,0,100,90,7,3,94,87,13,0,94,70,28,2,89,2;3,120,30,25,01/01/2021,12/31/2021
450422,BAYLOR SCOTT AND WHITE MEDICAL CENTER UPTOWN,2727 EAST LEMMON AVENUE BUILDING I,DALLAS,TX,75204,Dallas,(214) 443-3000,97,3,0,98,90,9,1,94,89,8,3,95,87,11,2,95,,1995,507,25,01/01/2021,12/31/2021
450451,GLEN ROSE MEDICAL CENTER,1021 HOLDEN STREET,GLEN ROSE,TX,76043,Somervell,(254) 897-2215,98,2,0,99,96,3,1,98,92,7,1,96,91,8,1,97,,723,242,34,01/01/2021,12/31/2021
