"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","HBIPS-2 Measure Description","HBIPS-2 Overall Rate Per 1000","HBIPS-2 Overall Num","HBIPS-2 Overall Den","HBIPS-2 Overall Footnote","HBIPS-3 Measure Description","HBIPS-3 Overall Rate Per 1000","HBIPS-3 Overall Num","HBIPS-3 Overall Den","HBIPS-3 Overall Footnote","HBIPS-5 Measure Description","HBIPS-5 %","HBIPS-5 Denominator","HBIPS-5 Footnote","SMD Measure Description","SMD %","SMD Denominator","SMD Footnote","SUB-2/-2a Measure Description","SUB-2 %","SUB-2 Denominator","SUB-2 Footnote","SUB-2a %","SUB-2a Denominator","SUB-2a Footnote","SUB-3/-3a Measure Description","SUB-3 %","SUB-3 Denominator","SUB-3 Footnote","SUB-3a %","SUB-3a Denominator","SUB-3a Footnote","TOB-2/-2a Measure_Desc","TOB-2 %","TOB-2 Denominator","TOB-2 Footnote","TOB-2a %","TOB-2a Denominator","TOB-2a Footnote","TOB-3/-3a Measure Description","TOB-3 %","TOB-3 Denominator","TOB-3 Footnote","TOB-3a %","TOB-3a Denominator","TOB-3a Footnote","TR-1 Measure Description","TR-1 %","TR-1 Denominator","TR-1 Footnote","TR-2 Measure Description","TR-2 %","TR-2 Denominator","TR-2 Footnote","Start Date","End Date","FUH Measure Description","FUH-30 %","FUH-30 Denominator","FUH-30 Footnote","FUH-7 %","FUH-7 Denominator","FUH-7 Footnote","FUH Measure Start Date","FUH Measure End Date","MedCont Measure Desc","MedCont %","MedCont Denominator","MedCont Footnote","MedCont Measure Start Date","MedCont Measure End Date","READM-30-IPF Measure Desc","READM-30-IPF Category","READM-30-IPF Denominator","READM-30-IPF Rate","READM-30-IPF Lower Estimate","READM-30-IPF Higher Estimate","READM-30-IPF Footnote","READM-30-IPF Start Date","READM-30-IPF End Date","IMM-2 Measure Description","IMM-2 %","IMM-2 Denominator","IMM-2 Footnote","Flu Season Start Date","Flu Season End Date","IPFQR-HCP COVID-19 Measure Description","IPFQR-HCP COVID-19 %","IPFQR-HCP COVID-19 Denominator","IPFQR-HCP COVID-19 Footnote","IPFQR-HCP COVID-19 Start Date","IPFQR-HCP COVID-19 End Date"
010040,GADSDEN REGIONAL MEDICAL CENTER,1007 GOODYEAR AVENUE,GADSDEN,AL,35903,ETOWAH,Hours of physical-restraint use,0.00,0,4284,,Hours of seclusion use,0.00,0,4284,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),83,244,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),0,327,,Timely transmission of transition record (TR2),0,327,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,46.4,28,,10.7,28,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),93,137,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
010046,RIVERVIEW REGIONAL MEDICAL CENTER,600 SOUTH THIRD STREET,GADSDEN,AL,35901,ETOWAH,Hours of physical-restraint use,0.00,0,3069,,Hours of seclusion use,0.00,0,3069,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),100,115,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),100,182,,Timely transmission of transition record (TR2),98,182,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),84,49,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
010062,WIREGRASS MEDICAL CENTER,1200 W MAPLE AVENUE,GENEVA,AL,36340,GENEVA,Hours of physical-restraint use,1.67,1,25,,Hours of seclusion use,0.00,0,25,,Patients discharged on multiple antipsychotic medications with appropriate justification,0,245,,Screening for metabolic disorders (SMD),1,201,,Alcohol use brief intervention provided or offered,0,245,,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,53,78,,59,68,,Tobacco use treatment provided or offered at discharge,2,65,,0,65,,Transition record with specified elements received by discharged patients (TR1),100,246,,Timely transmission of transition record (TR2),100,246,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,47.6,21,,28.6,21,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),29,126,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
010069,MEDICAL CENTER BARBOUR,820 W WASHINGTON ST,EUFAULA,AL,36027,BARBOUR,Hours of physical-restraint use,0.00,0,2913,,Hours of seclusion use,0.01,1,2913,,Patients discharged on multiple antipsychotic medications with appropriate justification,100,56,,Screening for metabolic disorders (SMD),100,56,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,100,35,,100,35,,Tobacco use treatment provided or offered at discharge,86,35,,86,35,,Transition record with specified elements received by discharged patients (TR1),100,261,,Timely transmission of transition record (TR2),100,261,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,47.6,21,,23.8,21,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),100,103,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
010078,NORTHEAST ALABAMA REGIONAL MEDICAL CENTER,400 EAST 10TH STREET,ANNISTON,AL,36207,CALHOUN,Hours of physical-restraint use,0.00,0,4549,,Hours of seclusion use,0.77,83.9,4549,,Patients discharged on multiple antipsychotic medications with appropriate justification,55,11,,Screening for metabolic disorders (SMD),96,275,,Alcohol use brief intervention provided or offered,85,99,,83,95,,Alcohol and other drug use disorder treatment provided or offered at discharge,63,160,,58,160,,Tobacco use treatment provided or offered,78,251,,51,244,,Tobacco use treatment provided or offered at discharge,85,224,,5,224,,Transition record with specified elements received by discharged patients (TR1),95,463,,Timely transmission of transition record (TR2),62,463,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,31.6,38,,5.3,38,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),88,220,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
010085,DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,1201 7TH STREET SE,DECATUR,AL,35601,MORGAN,Hours of physical-restraint use,0.03,11.21,14814,,Hours of seclusion use,0.09,31.44,14814,,Patients discharged on multiple antipsychotic medications with appropriate justification,52,33,,Screening for metabolic disorders (SMD),73,401,,Alcohol use brief intervention provided or offered,71,38,,87,31,,Alcohol and other drug use disorder treatment provided or offered at discharge,11,36,,11,36,,Tobacco use treatment provided or offered,82,103,,33,99,,Tobacco use treatment provided or offered at discharge,40,85,,11,85,,Transition record with specified elements received by discharged patients (TR1),47,612,,Timely transmission of transition record (TR2),37,612,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,70.7,41,,39,41,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,78.9,76,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),97,300,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
010086,NORTHWEST MEDICAL CENTER,1530 U S HIGHWAY 43,WINFIELD,AL,35594,FAYETTE,Hours of physical-restraint use,0.00,0,1976,,Hours of seclusion use,0.00,0,1976,,Patients discharged on multiple antipsychotic medications with appropriate justification,67,15,,Screening for metabolic disorders (SMD),91,92,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,85,33,,74,31,,Tobacco use treatment provided or offered at discharge,78,18,,56,18,,Transition record with specified elements received by discharged patients (TR1),100,144,,Timely transmission of transition record (TR2),100,144,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,57.1,14,,28.6,14,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),86,77,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
010089,WALKER BAPTIST MEDICAL CENTER,3400 HIGHWAY 78 EAST,JASPER,AL,35502,WALKER,Hours of physical-restraint use,0.03,11.71,15437,,Hours of seclusion use,0.00,0,15437,,Patients discharged on multiple antipsychotic medications with appropriate justification,82,62,,Screening for metabolic disorders (SMD),97,523,,Alcohol use brief intervention provided or offered,93,41,,95,40,,Alcohol and other drug use disorder treatment provided or offered at discharge,91,100,,91,100,,Tobacco use treatment provided or offered,96,145,,94,144,,Tobacco use treatment provided or offered at discharge,95,135,,95,135,,Transition record with specified elements received by discharged patients (TR1),94,728,,Timely transmission of transition record (TR2),94,728,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,53.3,105,,32.4,105,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,78.8,170,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),100,321,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
010091,GROVE HILL MEMORIAL HOSPITAL,295 JACKSON HWY S,GROVE HILL,AL,36451,CLARKE,Hours of physical-restraint use,0.00,0,2193,,Hours of seclusion use,0.00,0,2193,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),91,100,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,61,18,,0,18,,Tobacco use treatment provided or offered at discharge,0,18,,0,18,,Transition record with specified elements received by discharged patients (TR1),34,124,,Timely transmission of transition record (TR2),34,124,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),45,53,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
010092,DCH REGIONAL MEDICAL CENTER,809 UNIVERSITY BOULEVARD EAST,TUSCALOOSA,AL,35401,TUSCALOOSA,Hours of physical-restraint use,0.19,74,16389,,Hours of seclusion use,0.09,34,16389,,Patients discharged on multiple antipsychotic medications with appropriate justification,31,52,,Screening for metabolic disorders (SMD),89,318,,Alcohol use brief intervention provided or offered,83,93,,94,82,,Alcohol and other drug use disorder treatment provided or offered at discharge,97,134,,96,134,,Tobacco use treatment provided or offered,38,358,,42,256,,Tobacco use treatment provided or offered at discharge,62,226,,19,226,,Transition record with specified elements received by discharged patients (TR1),24,609,,Timely transmission of transition record (TR2),22,609,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,38.8,103,,14.6,103,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,59.7,144,,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),68,301,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
010103,PRINCETON BAPTIST MEDICAL CENTER,701 PRINCETON AVENUE SOUTHWEST,BIRMINGHAM,AL,35211,JEFFERSON,Hours of physical-restraint use,0.00,0,16114,,Hours of seclusion use,0.00,0,16114,,Patients discharged on multiple antipsychotic medications with appropriate justification,52,23,,Screening for metabolic disorders (SMD),83,228,,Alcohol use brief intervention provided or offered,75,16,,80,15,,Alcohol and other drug use disorder treatment provided or offered at discharge,64,25,,64,25,,Tobacco use treatment provided or offered,89,37,,73,37,,Tobacco use treatment provided or offered at discharge,62,34,,62,34,,Transition record with specified elements received by discharged patients (TR1),87,354,,Timely transmission of transition record (TR2),87,354,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,33.3,15,,6.7,15,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),98,134,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
010104,GRANDVIEW MEDICAL CENTER,3690 GRANDVIEW PARKWAY,BIRMINGHAM,AL,35243,JEFFERSON,Hours of physical-restraint use,0.00,0,3899,,Hours of seclusion use,0.02,1.75,3899,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),80,142,,Alcohol use brief intervention provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),65,213,,Timely transmission of transition record (TR2),60,213,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,54.5,11,,36.4,11,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),94,80,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
010108,PRATTVILLE BAPTIST HOSPITAL,124 S MEMORIAL DR,PRATTVILLE,AL,36067,AUTAUGA,Hours of physical-restraint use,Not Available,Not Available,Not Available,5,Hours of seclusion use,Not Available,Not Available,Not Available,5,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,5,Screening for metabolic disorders (SMD),Not Available,Not Available,5,Alcohol use brief intervention provided or offered,Not Available,Not Available,5,Not Available,Not Available,5,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,5,Not Available,Not Available,5,Tobacco use treatment provided or offered,Not Available,Not Available,5,Not Available,Not Available,5,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,5,Not Available,Not Available,5,Transition record with specified elements received by discharged patients (TR1),Not Available,Not Available,5,Timely transmission of transition record (TR2),Not Available,Not Available,5,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,5,Not Available,Not Available,5,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,5,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),Not Available,Not Available,5,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
010110,BULLOCK COUNTY HOSPITAL,102 WEST CONECUH AVENUE,UNION SPRINGS,AL,36089,BULLOCK,Hours of physical-restraint use,0.00,0,7825,,Hours of seclusion use,0.00,0,7825,,Patients discharged on multiple antipsychotic medications with appropriate justification,0,75,,Screening for metabolic disorders (SMD),98,486,,Alcohol use brief intervention provided or offered,0,92,,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,8,50,,8,50,,Tobacco use treatment provided or offered,0,75,,0,66,,Tobacco use treatment provided or offered at discharge,0,43,,0,43,,Transition record with specified elements received by discharged patients (TR1),0,573,,Timely transmission of transition record (TR2),0,573,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,34.5,58,,1.7,58,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),95,221,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
010112,WHITFIELD REGIONAL HOSPITAL,105 HIGHWAY 80 EAST,DEMOPOLIS,AL,36732,MARENGO,Hours of physical-restraint use,0.24,30,5193,,Hours of seclusion use,0.70,87,5193,,Patients discharged on multiple antipsychotic medications with appropriate justification,83,46,,Screening for metabolic disorders (SMD),100,235,,Alcohol use brief intervention provided or offered,96,50,,96,50,,Alcohol and other drug use disorder treatment provided or offered at discharge,73,52,,69,52,,Tobacco use treatment provided or offered,85,194,,81,177,,Tobacco use treatment provided or offered at discharge,58,137,,50,137,,Transition record with specified elements received by discharged patients (TR1),100,415,,Timely transmission of transition record (TR2),100,415,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,26.9,26,,11.5,26,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),94,182,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
010113,MOBILE INFIRMARY MEDICAL CENTER,5 MOBILE INFIRMARY CIRCLE,MOBILE,AL,36607,MOBILE,Hours of physical-restraint use,0.49,142.47,12090,,Hours of seclusion use,0.00,0,12090,,Patients discharged on multiple antipsychotic medications with appropriate justification,42,12,,Screening for metabolic disorders (SMD),84,324,,Alcohol use brief intervention provided or offered,13,15,,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Transition record with specified elements received by discharged patients (TR1),0,416,,Timely transmission of transition record (TR2),0,416,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,41.2,17,,29.4,17,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),90,175,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
010114,"MEDICAL WEST, AN AFFILIATE OF UAB HEALTH SYSTEM",995 9TH AVENUE SOUTHWEST,BESSEMER,AL,35021,JEFFERSON,Hours of physical-restraint use,1.50,145.88,4055,,Hours of seclusion use,0.00,0,4055,,Patients discharged on multiple antipsychotic medications with appropriate justification,16,37,,Screening for metabolic disorders (SMD),71,206,,Alcohol use brief intervention provided or offered,0,12,,Not Available,Not Available,1,Alcohol and other drug use disorder treatment provided or offered at discharge,57,14,,43,14,,Tobacco use treatment provided or offered,26,23,,21,19,,Tobacco use treatment provided or offered at discharge,12,16,,12,16,,Transition record with specified elements received by discharged patients (TR1),36,80,,Timely transmission of transition record (TR2),35,80,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,50,14,,7.1,14,,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),71,122,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
010125,LAKELAND COMMUNITY HOSPITAL,42024 HIGHWAY 195 E,HALEYVILLE,AL,35565,WINSTON,Hours of physical-restraint use,0.00,0,1215,,Hours of seclusion use,0.00,0,1215,,Patients discharged on multiple antipsychotic medications with appropriate justification,Not Available,Not Available,1,Screening for metabolic disorders (SMD),92,78,,Alcohol use brief intervention provided or offered,Not Available,Not Available,7,Not Available,Not Available,7,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered,Not Available,Not Available,1,Not Available,Not Available,1,Tobacco use treatment provided or offered at discharge,Not Available,Not Available,7,Not Available,Not Available,7,Transition record with specified elements received by discharged patients (TR1),47,89,,Timely transmission of transition record (TR2),43,89,,01/01/2021,12/31/2021,Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness,Not Available,Not Available,1,Not Available,Not Available,1,07/01/2020,06/30/2021,Medication Continuation Following Inpatient Psychiatric Discharge,Not Available,Not Available,1,07/01/2019,06/30/2021,Patients readmitted to any hospital within 30 days of discharge from the inpatient psychiatric facility (READM-30-IPF),Not Available,Not Available,Not Available,Not Available,Not Available,4,07/01/2019,06/30/2021,Influenza immunization (IPFQR-IMM-2),98,52,,10/01/2021,03/31/2022,Percentage of healthcare personnel who completed COVID-19 primary vaccination series (IPFQR-HCP COVID-19),Not Available,Not Available,4,01/01/2022,03/31/2022
