"Facility Name","Facility ID","State","Fiscal Year","PSI 90 Composite","PSI 90 Composite Footnote","PSI 90 W Z Score","PSI 90 W Z Footnote","PSI 90 Start Date","PSI 90 End Date","CLABSI SIR","CLABSI SIR Footnote","CLABSI W Z Score","CLABSI W Z Footnote","CAUTI SIR","CAUTI SIR Footnote","CAUTI W Z Score","CAUTI W Z Footnote","SSI SIR","SSI SIR Footnote","SSI W Z Score","SSI W Z Footnote","CDI SIR","CDI SIR Footnote","CDI W Z Score","CDI W Z Footnote","MRSA SIR","MRSA SIR Footnote","MRSA W Z Score","MRSA W Z Footnote","HAI Measures Start Date","HAI Measures End Date","Total HAC Score","Total HAC Footnote","Payment Reduction","Payment Reduction Footnote"
CORNERSTONE REGIONAL HOSPITAL,450825,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,12,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
KELL WEST REGIONAL HOSPITAL,450827,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CHRISTUS SPOHN HOSPITAL ALICE,450828,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,0.7410,,N/A,5,N/A,13,N/A,5,1.1230,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON,450831,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ENNIS REGIONAL MEDICAL CENTER,450833,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
"PHYSICIANS CENTRE,THE",450834,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
TEXAS HEALTH PRESBYTERIAN HOSPITAL ALLEN,450840,TX,2023,N/A,5,N/A,5,N/A,N/A,0.9480,,N/A,5,0.8350,,N/A,5,1.1340,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HOUSTON METHODIST WILLOWBROOK HOSPITAL,450844,TX,2023,N/A,5,N/A,5,N/A,N/A,0.9930,,N/A,5,1.8500,,N/A,5,0.2460,,N/A,5,0.1910,,N/A,5,2.9430,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MEMORIAL HERMANN KATY HOSPITAL,450847,TX,2023,N/A,5,N/A,5,N/A,N/A,0.6760,,N/A,5,0.3230,,N/A,5,1.0260,,N/A,5,0.3060,,N/A,5,1.5320,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MEMORIAL HERMANN SUGAR LAND HOSPITAL,450848,TX,2023,N/A,5,N/A,5,N/A,N/A,0.8380,,N/A,5,0.4870,,N/A,5,0.8200,,N/A,5,0.5210,,N/A,5,0.3820,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BAYLOR SCOTT & WHITE HEART & VASCULAR HOSPITAL - DALLAS,450851,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,12,N/A,5,N/A,12,N/A,5,N/A,12,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BAYLOR SCOTT & WHITE MEDICAL CENTER - FRISCO,450853,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,0.2650,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
HARLINGEN MEDICAL CENTER,450855,TX,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.2160,,N/A,5,N/A,13,N/A,5,0.2790,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SOUTH TEXAS SPINE AND SURGICAL HOSPITAL,450856,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SUGAR LAND SURGICAL HOSPITAL LLP,450860,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST LUKE'S THE WOODLANDS HOSPITAL,450862,TX,2023,N/A,5,N/A,5,N/A,N/A,0.3790,,N/A,5,0.5850,,N/A,5,0.2200,,N/A,5,0.3190,,N/A,5,2.1060,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BAYLOR SCOTT & WHITE TEXAS SPINE & JOINT HOSPITAL,450864,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,1.8480,,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ASCENSION SETON  SOUTHWEST,450865,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ASCENSION SETON NORTHWEST,450867,TX,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.5290,,N/A,5,0.0000,,N/A,5,0.1130,,N/A,5,0.9420,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
DOCTORS HOSPITAL AT RENAISSANCE,450869,TX,2023,N/A,5,N/A,5,N/A,N/A,2.5450,,N/A,5,1.3930,,N/A,5,0.7930,,N/A,5,0.2280,,N/A,5,0.5160,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ARISE AUSTIN MEDICAL CENTER,450871,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
U S M D HOSPITAL AT ARLINGTON L P,450872,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BAYLOR SURGICAL HOSPITAL AT LAS COLINAS,450874,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
QUAIL CREEK SURGICAL HOSPITAL,450875,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
LUBBOCK HEART HOSPITAL LP,450876,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,1.1770,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
FOUNDATION SURGICAL HOSPITAL OF EL PASO,450877,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BAYLOR SCOTT AND WHITE SURGICAL HOSPITAL FORTWORTH,450880,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BAYLOR MEDICAL CENTER AT TROPHY CLUB,450883,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BAYLOR SCOTT &  WHITE MEDICAL CENTER - CENTENNIAL,450885,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,0.2820,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
TEXAS HEALTH HARRIS METHODIST HOSPITAL SOUTHLAKE,450888,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,450889,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BAYLOR SCOTT & WHITE MEDICAL CENTER PLANO,450890,TX,2023,N/A,5,N/A,5,N/A,N/A,1.0380,,N/A,5,1.0060,,N/A,5,0.7930,,N/A,5,0.3360,,N/A,5,2.2010,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
TEXAS HEALTH CENTER FOR DIAGNOSTICS & SURGERY,450891,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
THE HEART HOSPITAL BAYLOR DENTON,450893,TX,2023,N/A,5,N/A,5,N/A,N/A,N/A,12,N/A,5,N/A,12,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
UTAH VALLEY HOSPITAL,460001,UT,2023,N/A,5,N/A,5,N/A,N/A,1.1890,,N/A,5,2.2880,,N/A,5,0.0000,,N/A,5,0.5590,,N/A,5,1.1880,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SALT LAKE REGIONAL MEDICAL CENTER,460003,UT,2023,N/A,5,N/A,5,N/A,N/A,0.7160,,N/A,5,0.7530,,N/A,5,N/A,13,N/A,5,1.8800,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MCKAY DEE HOSPITAL,460004,UT,2023,N/A,5,N/A,5,N/A,N/A,0.8150,,N/A,5,0.3350,,N/A,5,1.9140,,N/A,5,0.1510,,N/A,5,0.2760,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
OGDEN REGIONAL MEDICAL CENTER,460005,UT,2023,N/A,5,N/A,5,N/A,N/A,1.2170,,N/A,5,1.2610,,N/A,5,0.0000,,N/A,5,0.1810,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
LDS HOSPITAL,460006,UT,2023,N/A,5,N/A,5,N/A,N/A,0.8460,,N/A,5,1.2630,,N/A,5,0.5080,,N/A,5,0.6230,,N/A,5,2.0570,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CEDAR CITY HOSPITAL,460007,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.3040,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
UNIVERSITY OF UTAH HOSPITALS AND CLINICS,460009,UT,2023,N/A,5,N/A,5,N/A,N/A,0.8990,,N/A,5,0.8290,,N/A,5,0.7970,,N/A,5,0.8450,,N/A,5,0.6570,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
INTERMOUNTAIN MEDICAL CENTER,460010,UT,2023,N/A,5,N/A,5,N/A,N/A,0.6640,,N/A,5,0.6890,,N/A,5,0.5750,,N/A,5,0.5540,,N/A,5,0.7710,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CASTLEVIEW HOSPITAL,460011,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.9310,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MOUNTAIN VIEW HOSPITAL,460013,UT,2023,N/A,5,N/A,5,N/A,N/A,2.7200,,N/A,5,0.8500,,N/A,5,N/A,13,N/A,5,0.6370,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MOUNTAIN WEST MEDICAL CENTER,460014,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
LOGAN REGIONAL HOSPITAL,460015,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,0.5900,,N/A,5,2.5390,,N/A,5,0.3720,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BRIGHAM CITY COMMUNITY HOSPITAL,460017,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
UINTAH BASIN MEDICAL CENTER,460019,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,1.7000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST. GEORGE REGIONAL HOSPITAL,460021,UT,2023,N/A,5,N/A,5,N/A,N/A,0.4350,,N/A,5,0.3040,,N/A,5,0.8840,,N/A,5,0.1940,,N/A,5,1.3000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
AMERICAN FORK HOSPITAL,460023,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,0.0000,,N/A,5,0.0000,,N/A,5,0.5690,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SEVIER VALLEY HOSPITAL,460026,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ASHLEY REGIONAL MEDICAL CENTER,460030,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.3290,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BEAR RIVER VALLEY HOSPITAL,460039,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
DAVIS HOSPITAL AND MEDICAL CENTER,460041,UT,2023,N/A,5,N/A,5,N/A,N/A,0.5720,,N/A,5,0.8250,,N/A,5,0.5370,,N/A,5,0.5500,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
LAKEVIEW HOSPITAL,460042,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
OREM COMMUNITY HOSPITAL,460043,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,18,N/A,5,N/A,18,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ALTA VIEW HOSPITAL,460044,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,0.1790,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
ST MARK'S HOSPITAL,460047,UT,2023,N/A,5,N/A,5,N/A,N/A,0.8630,,N/A,5,0.7010,,N/A,5,0.5040,,N/A,5,0.4060,,N/A,5,0.3070,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
THE ORTHOPEDIC SPECIALTY HOSPITAL,460049,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,12,N/A,5,N/A,12,N/A,5,N/A,12,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
JORDAN VALLEY MEDICAL CENTER,460051,UT,2023,N/A,5,N/A,5,N/A,N/A,0.3280,,N/A,5,0.0000,,N/A,5,0.5270,,N/A,5,0.4380,,N/A,5,1.1790,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
TIMPANOGOS REGIONAL HOSPITAL,460052,UT,2023,N/A,5,N/A,5,N/A,N/A,0.4670,,N/A,5,0.0000,,N/A,5,1.0560,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CACHE VALLEY HOSPITAL,460054,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
PARK CITY HOSPITAL,460057,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
RIVERTON HOSPITAL,460058,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,2.2850,,N/A,5,0.2560,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
LONE PEAK HOSPITAL,460060,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
LAYTON HOSPITAL,460061,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SPANISH FORK HOSPITAL,460062,UT,2023,N/A,5,N/A,5,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CENTRAL VERMONT MEDICAL CENTER,470001,VT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,2.9410,,N/A,5,N/A,13,N/A,5,0.7850,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,470003,VT,2023,N/A,5,N/A,5,N/A,N/A,0.8960,,N/A,5,1.9800,,N/A,5,1.0310,,N/A,5,0.6570,,N/A,5,0.3900,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
RUTLAND REGIONAL MEDICAL CENTER,470005,VT,2023,N/A,5,N/A,5,N/A,N/A,1.0790,,N/A,5,1.8290,,N/A,5,2.0630,,N/A,5,0.5570,,N/A,5,1.4280,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BRATTLEBORO MEMORIAL HOSPITAL,470011,VT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SOUTHWESTERN VERMONT MEDICAL CENTER,470012,VT,2023,N/A,5,N/A,5,N/A,N/A,0.0000,,N/A,5,0.9860,,N/A,5,N/A,13,N/A,5,0.8190,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NORTHWESTERN MEDICAL CENTER INC,470024,VT,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
RUSSELL COUNTY HOSPITAL,490002,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,12,N/A,5,0.6680,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SENTARA RMH MEDICAL CENTER,490004,VA,2023,N/A,5,N/A,5,N/A,N/A,2.4100,,N/A,5,0.8910,,N/A,5,0.6120,,N/A,5,0.4560,,N/A,5,2.3390,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
WINCHESTER MEDICAL CENTER,490005,VA,2023,N/A,5,N/A,5,N/A,N/A,1.0040,,N/A,5,0.7660,,N/A,5,0.7290,,N/A,5,0.4840,,N/A,5,1.1750,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SENTARA NORFOLK GENERAL HOSPITAL,490007,VA,2023,N/A,5,N/A,5,N/A,N/A,0.3540,,N/A,5,0.5270,,N/A,5,0.7760,,N/A,5,0.3650,,N/A,5,1.3700,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
UNIVERSITY OF VIRGINIA MEDICAL CENTER,490009,VA,2023,N/A,5,N/A,5,N/A,N/A,1.7020,,N/A,5,1.2910,,N/A,5,1.0690,,N/A,5,0.3600,,N/A,5,1.1710,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SENTARA HALIFAX REGIONAL HOSPITAL,490013,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,3.9080,,N/A,5,N/A,13,N/A,5,0.6310,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
BON SECOURS MARYVIEW MEDICAL CENTER,490017,VA,2023,N/A,5,N/A,5,N/A,N/A,1.9330,,N/A,5,1.5820,,N/A,5,0.0000,,N/A,5,0.1550,,N/A,5,4.3750,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
AUGUSTA HEALTH,490018,VA,2023,N/A,5,N/A,5,N/A,N/A,0.9780,,N/A,5,2.3230,,N/A,5,0.8110,,N/A,5,0.7570,,N/A,5,1.0540,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,490019,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,1.8730,,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
JOHN RANDOLPH MEDICAL CENTER,490020,VA,2023,N/A,5,N/A,5,N/A,N/A,1.6850,,N/A,5,0.0000,,N/A,5,0.0000,,N/A,5,0.0000,,N/A,5,0.9500,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,490021,VA,2023,N/A,5,N/A,5,N/A,N/A,1.9940,,N/A,5,0.9980,,N/A,5,0.3860,,N/A,5,0.1770,,N/A,5,1.3450,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MARY WASHINGTON HOSPITAL,490022,VA,2023,N/A,5,N/A,5,N/A,N/A,1.2740,,N/A,5,0.6610,,N/A,5,1.1760,,N/A,5,0.3950,,N/A,5,0.4540,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
FAUQUIER HOSPITAL,490023,VA,2023,N/A,5,N/A,5,N/A,N/A,2.7050,,N/A,5,0.6430,,N/A,5,N/A,13,N/A,5,0.2390,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CARILION MEDICAL CENTER,490024,VA,2023,N/A,5,N/A,5,N/A,N/A,0.7530,,N/A,5,0.8050,,N/A,5,1.4240,,N/A,5,0.5730,,N/A,5,0.9330,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,490032,VA,2023,N/A,5,N/A,5,N/A,N/A,0.9410,,N/A,5,0.3720,,N/A,5,0.2800,,N/A,5,0.4050,,N/A,5,0.9350,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
WARREN MEMORIAL HOSPITAL,490033,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
RIVERSIDE SHORE MEMORIAL HOSPITAL,490037,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.5230,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SMYTH COUNTY COMMUNITY HOSPITAL,490038,VA,2023,N/A,5,N/A,5,N/A,N/A,N/A,13,N/A,5,N/A,13,N/A,5,N/A,13,N/A,5,0.0000,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
INOVA ALEXANDRIA HOSPITAL,490040,VA,2023,N/A,5,N/A,5,N/A,N/A,0.2350,,N/A,5,0.1550,,N/A,5,0.3500,,N/A,5,0.0250,,N/A,5,0.9230,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
MARY IMMACULATE HOSPITAL,490041,VA,2023,N/A,5,N/A,5,N/A,N/A,0.7410,,N/A,5,1.0260,,N/A,5,0.8230,,N/A,5,0.2520,,N/A,5,N/A,13,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
CARILION NEW RIVER VALLEY MEDICAL CENTER,490042,VA,2023,N/A,5,N/A,5,N/A,N/A,0.2530,,N/A,5,1.0740,,N/A,5,1.0210,,N/A,5,0.9390,,N/A,5,1.8030,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
INOVA LOUDOUN HOSPITAL,490043,VA,2023,N/A,5,N/A,5,N/A,N/A,0.7870,,N/A,5,0.9180,,N/A,5,0.6760,,N/A,5,0.1610,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
SENTARA OBICI HOSPITAL,490044,VA,2023,N/A,5,N/A,5,N/A,N/A,1.4580,,N/A,5,0.2780,,N/A,5,0.2740,,N/A,5,0.3080,,N/A,5,0.8350,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
NOVANT PRINCE WILLIAM MEDICAL CENTER,490045,VA,2023,N/A,5,N/A,5,N/A,N/A,0.7720,,N/A,5,0.0000,,N/A,5,1.1100,,N/A,5,0.0000,,N/A,5,0.0000,,N/A,5,01/01/2021,12/31/2021,0.0000,5,N/A,5
