"Facility Name","Facility ID","NPI","City","State","ZIP Code","Year","ASC-9 Rate","ASC-9 Footnote","ASC-11 Rate","ASC-11 Footnote","ASC-12 Total Cases","ASC-12 Performance Category","ASC-12 RSHV Rate","ASC-12 Interval Lower Limit","ASC-12 Interval Upper Limit","ASC-12 Footnote","ASC-13 Rate","ASC-13 Footnote","ASC-14 Rate","ASC-14 Footnote","ASC-17 Total Cases","ASC-17 Performance Category","ASC-17 RSHV Rate","ASC-17 Interval Lower Limit","ASC-17 Interval Upper Limit","ASC-17 Footnote","ASC-18 Total Cases","ASC-18 Performance Category","ASC-18 RSHV Rate","ASC-18 Interval Lower Limit","ASC-18 Interval Upper Limit","ASC-18 Footnote","ASC-20 Sample","ASC-20 Rate","ASC-20 Footnote"
COBBLESTONE SURGERY CENTER,11C0001493,1902213432,KENNESAW,GA,30144,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
COBBLESTONE SURGERY CENTER,11C0001493,1902213432,KENNESAW,GA,30144,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
21 READE PLACE ASC LLC,33C0001150,1902215148,POUGHKEEPSIE,NY,12601,2021,83.28,,N/A,5,1988,No Different Than the National Rate,10.9,8.4,14.2,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
21 READE PLACE ASC LLC,33C0001150,1902215148,POUGHKEEPSIE,NY,12601,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,46,100,
TEXAS ENDOSCOPY CENTERS LLC,45C0001391,1902218456,PLANO,TX,75025,2021,91.43,,N/A,5,1588,No Different Than the National Rate,9,6.7,11.8,,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
TEXAS ENDOSCOPY CENTERS LLC,45C0001391,1902218456,PLANO,TX,75025,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,62,96.8,
FREDERICK FOOT AND ANKLE ASC LLC,21C0001561,1902220627,FREDERICK,MD,21702,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,36,No Different Than the National Rate,2.1,1.4,3.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
FREDERICK FOOT AND ANKLE ASC LLC,21C0001561,1902220627,FREDERICK,MD,21702,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PROVIDENCE SURGERY AND PROCEDURE CENTER,50C0001311,1902228455,SPOKANE VALLEY,WA,99216,2021,96.55,,N/A,5,417,No Different Than the National Rate,11.6,8.4,15.9,,68.48,,N/A,5,232,No Different Than the National Rate,2.1,1.4,3.1,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PROVIDENCE SURGERY AND PROCEDURE CENTER,50C0001311,1902228455,SPOKANE VALLEY,WA,99216,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,5,N/A,1
HILL COUNTRY SURGERY CENTER LLC DBA SURGERY CENTER BOERNE,45C0001678,1902302961,BOERNE,TX,78006,2021,100,,N/A,5,561,No Different Than the National Rate,10,7.5,13.6,,99.02,,N/A,5,83,No Different Than the National Rate,2.1,1.4,3.2,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
HILL COUNTRY SURGERY CENTER LLC DBA SURGERY CENTER BOERNE,45C0001678,1902302961,BOERNE,TX,78006,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,12,91.5,
CARRIS HEALTH LLC,24C0001010,1902319478,WILLMAR,MN,56201,2021,N/A,5,N/A,5,640,No Different Than the National Rate,9.8,7.2,13.5,,N/A,5,N/A,5,54,No Different Than the National Rate,2.2,1.4,3.4,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
CARRIS HEALTH LLC,24C0001010,1902319478,WILLMAR,MN,56201,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,74,87.8,
LANDMARK SURGICAL SUITES LLC,15C0001218,1902401748,JEFFERSONVILLE,IN,47130,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LANDMARK SURGICAL SUITES LLC,15C0001218,1902401748,JEFFERSONVILLE,IN,47130,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SURGERY CENTER OF SAN DIEGO,05C0002250,1902438112,SAN DIEGO,CA,92110,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SURGERY CENTER OF SAN DIEGO,05C0002250,1902438112,SAN DIEGO,CA,92110,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,8,N/A,1
LIGHTHOUSE SURGERY CENTER,07C0001071,1902459084,HARTFORD,CT,6105,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,96.5,,N/A,5,150,No Different Than the National Rate,2.1,1.4,3.2,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LIGHTHOUSE SURGERY CENTER,07C0001071,1902459084,HARTFORD,CT,6105,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,151,100,
CATARACT AND SURGICAL CENTER OF LUBBOCK LLC,45C0001310,1902802036,LUBBOCK,TX,79424,2021,56.41,,N/A,5,100,No Different Than the National Rate,10.8,7.7,15.1,,N/A,5,0.36,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CATARACT AND SURGICAL CENTER OF LUBBOCK LLC,45C0001310,1902802036,LUBBOCK,TX,79424,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,55,89.1,
HIGH PLAINS SURGERY CENTER,53C0001003,1902803158,CHEYENNE,WY,82001,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
HIGH PLAINS SURGERY CENTER,53C0001003,1902803158,CHEYENNE,WY,82001,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,155,88,
EAST METRO ASC LLC,24C0001025,1902805278,LAKE ELMO,MN,55042,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,99.75,,N/A,5,281,No Different Than the National Rate,2.1,1.4,3.1,,54,No Different Than the National Rate,5.7,3.5,9,,,N/A,5
EAST METRO ASC LLC,24C0001025,1902805278,LAKE ELMO,MN,55042,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,85,89,
SURGERY CENTER OF SCOTTSDALE LLC DBA MOUNTAIN VIEW SURGERY CENTER OF SCOTTSDALE,03C0001247,1902807159,SCOTTSDALE,AZ,85260,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,69,No Different Than the National Rate,2.1,1.4,3.2,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SURGERY CENTER OF SCOTTSDALE LLC DBA MOUNTAIN VIEW SURGERY CENTER OF SCOTTSDALE,03C0001247,1902807159,SCOTTSDALE,AZ,85260,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,78,69.1,
PHYSICIANS ENDOSCOPY CENTER LTD LLP,45C0001320,1902815749,HOUSTON,TX,77063,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PHYSICIANS ENDOSCOPY CENTER LTD LLP,45C0001320,1902815749,HOUSTON,TX,77063,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,131,73,
CATARACT AND VISION CENTER OF HAWAII LLC,12C0001006,1902825821,HONOLULU,HI,96817,2021,N/A,5,100,,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.52,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CATARACT AND VISION CENTER OF HAWAII LLC,12C0001006,1902825821,HONOLULU,HI,96817,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,14,100,
ENDOSCOPY CENTER LLC,15C0001130,1902831225,CARMEL,IN,46032,2021,78.94,,N/A,5,1022,No Different Than the National Rate,11.8,8.9,15.9,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
ENDOSCOPY CENTER LLC,15C0001130,1902831225,CARMEL,IN,46032,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,18,89.1,
COASTAL SURGERY CENTER LLC,10C0001464,1902832405,JACKSONVILLE,FL,32216,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
COASTAL SURGERY CENTER LLC,10C0001464,1902832405,JACKSONVILLE,FL,32216,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SOUTHWESTERN EYE CENTER LTD,03C0001047,1902834922,MESA,AZ,85204,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.16,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SOUTHWESTERN EYE CENTER LTD,03C0001047,1902834922,MESA,AZ,85204,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,57,74,
MASON CITY AMBULATORY SURGERY CENTER LLC,16C0001024,1902841398,MASON CITY,IA,50401,2021,100,,N/A,5,1471,No Different Than the National Rate,9.8,7.4,13.2,,99.06,,0,,332,No Different Than the National Rate,3,2.2,4.4,,310,No Different Than the National Rate,5.3,3.8,7.4,,,N/A,5
MASON CITY AMBULATORY SURGERY CENTER LLC,16C0001024,1902841398,MASON CITY,IA,50401,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,176,85.8,
SOUTH ARLINGTON SURGICA PROVIDERS INC DBA SAME DAY SURGICARE,45C0001234,1902844426,ARLINGTON,TX,76018,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.05,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SOUTH ARLINGTON SURGICA PROVIDERS INC DBA SAME DAY SURGICARE,45C0001234,1902844426,ARLINGTON,TX,76018,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,50,84.6,
NORTHSIDE FOOT AND ANKLE OUTPATIENT SURGICAL CENTER INC,11C0001051,1902848286,NORCROSS,GA,30092,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTHSIDE FOOT AND ANKLE OUTPATIENT SURGICAL CENTER INC,11C0001051,1902848286,NORCROSS,GA,30092,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTHSIDE FOOT AND ANKLE OUTPATIENT SURGICAL CENTER INC,11C0001083,1902848286,GAINESVILLE,GA,30501,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NORTHSIDE FOOT AND ANKLE OUTPATIENT SURGICAL CENTER INC,11C0001083,1902848286,GAINESVILLE,GA,30501,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
EYE SURGERY CENTER LLC,14C0001047,1902849227,BELLEVILLE,IL,62226,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.35,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
EYE SURGERY CENTER LLC,14C0001047,1902849227,BELLEVILLE,IL,62226,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,30,86.7,
TEXAS HEALTH RESOURCE PRESTON PLAZA SURGERY CENTER,45C0001334,1902850506,DALLAS,TX,75252,2021,97.14,,N/A,5,591,No Different Than the National Rate,11.3,8.3,15.6,,100,,0,,215,No Different Than the National Rate,2,1.4,3.1,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
TEXAS HEALTH RESOURCE PRESTON PLAZA SURGERY CENTER,45C0001334,1902850506,DALLAS,TX,75252,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,160,92.1,
DAYTIME OUTPATIENT SURGERY CENTER,45C0001272,1902850571,FORT WORTH,TX,76132,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DAYTIME OUTPATIENT SURGERY CENTER,45C0001272,1902850571,FORT WORTH,TX,76132,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BEVERLY HILLS SURGERY CENTER LP,05C0001745,1902851009,BEVERLY HILLS,CA,90212,2021,N/A,5,N/A,5,476,No Different Than the National Rate,9.8,7.1,13.3,,99.92,,N/A,5,49,No Different Than the National Rate,2.1,1.3,3.3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
BEVERLY HILLS SURGERY CENTER LP,05C0001745,1902851009,BEVERLY HILLS,CA,90212,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,90,100,
NEW SMYRNA BEACH AMBULATORY CARE CENTER INC,10C0001180,1902853195,NEW SMYRNA BEACH,FL,32168,2021,N/A,5,N/A,5,182,No Different Than the National Rate,11.4,8.2,15.6,,N/A,5,N/A,5,41,No Different Than the National Rate,2.2,1.5,3.5,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
NEW SMYRNA BEACH AMBULATORY CARE CENTER INC,10C0001180,1902853195,NEW SMYRNA BEACH,FL,32168,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,5,N/A,1
TORRANCE SURGERY CENTER LP,05C0001532,1902860414,TORRANCE,CA,90505,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,98.88,,1.18,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
TORRANCE SURGERY CENTER LP,05C0001532,1902860414,TORRANCE,CA,90505,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,86,93,
VISION GROUP ASC LLC,04C0001065,1902860679,FORT SMITH,AR,72901,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.72,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
VISION GROUP ASC LLC,04C0001065,1902860679,FORT SMITH,AR,72901,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,16,100,
PEACHTREE ORTHOPAEDIC SURGERY CENTER AT PIEDMONT LLC,11C0001185,1902861941,ATLANTA,GA,30309,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,N/A,5,292,No Different Than the National Rate,2.3,1.6,3.4,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
PEACHTREE ORTHOPAEDIC SURGERY CENTER AT PIEDMONT LLC,11C0001185,1902861941,ATLANTA,GA,30309,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,137,94.2,
OAK AND MAIN SURGICENTER LLC,31C0001096,1902863723,VINELAND,NJ,8360,2021,N/A,5,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
OAK AND MAIN SURGICENTER LLC,31C0001096,1902863723,VINELAND,NJ,8360,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SPOKANE SURGERY CENTER LTD PS,50C0001020,1902864879,SPOKANE VALLEY,WA,99206,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,99,No Different Than the National Rate,2.2,1.5,3.4,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SPOKANE SURGERY CENTER LTD PS,50C0001020,1902864879,SPOKANE VALLEY,WA,99206,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,9,N/A,1
DIGESTIVE HEALTH CENTER OF BEDFORD,45C0001291,1902875438,BEDFORD,TX,76022,2021,94,,N/A,5,2038,No Different Than the National Rate,10.3,7.9,13.4,,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
DIGESTIVE HEALTH CENTER OF BEDFORD,45C0001291,1902875438,BEDFORD,TX,76022,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,49,91.8,
THE SURGERY CENTER AT CRANBERRY,39C0001153,1902876212,CRANBERRY TOWNSHIP,PA,16066,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,90.32,,0.16,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
THE SURGERY CENTER AT CRANBERRY,39C0001153,1902876212,CRANBERRY TOWNSHIP,PA,16066,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,41,81.5,
CULPEPER SURGERY CENTER LLC,49C0001028,1902877509,CULPEPER,VA,22701,2021,44.89,,N/A,5,554,No Different Than the National Rate,12,8.7,16.4,,49.15,,0,,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,,N/A,5
CULPEPER SURGERY CENTER LLC,49C0001028,1902877509,CULPEPER,VA,22701,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,37,83.9,
AMBULATORY SURGICAL CENTER OF MORRIS COUNTY INC,31C0001038,1902877715,CEDAR KNOLLS,NJ,7927,2021,59.38,,N/A,5,1017,No Different Than the National Rate,9.6,7.1,13.2,,98.36,,0.7,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AMBULATORY SURGICAL CENTER OF MORRIS COUNTY INC,31C0001038,1902877715,CEDAR KNOLLS,NJ,7927,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,84,96.4,
CAROMONT SPECIALTY SURGERY,34C0001101,1902895675,GASTONIA,NC,28054,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,95.83,,0.21,,42,No Different Than the National Rate,2,1.3,3.1,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
CAROMONT SPECIALTY SURGERY,34C0001101,1902895675,GASTONIA,NC,28054,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,31,87.1,
LEWISBURG PLASTIC SURGERY AND LASER CENTER,39C0001128,1902899289,LEWISBURG,PA,17837,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,92.06,,N/A,5,N/A,Number of Cases Too Small,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LEWISBURG PLASTIC SURGERY AND LASER CENTER,39C0001128,1902899289,LEWISBURG,PA,17837,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,26,96.1,
AMBULATORY SURGERY CENTER OF TUCSON INC,03C0001053,1902958226,TUCSON,AZ,85716,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
AMBULATORY SURGERY CENTER OF TUCSON INC,03C0001053,1902958226,TUCSON,AZ,85716,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
RIVA ROAD SURGICAL CENTER LLC,21C0001449,1902959190,ANNAPOLIS,MD,21401,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,100,,0,,636,No Different Than the National Rate,2.1,1.5,3,,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
RIVA ROAD SURGICAL CENTER LLC,21C0001449,1902959190,ANNAPOLIS,MD,21401,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,72,85.3,
4TH STREET LASER AND SURGERY CENTER INC,05C0001428,1902964174,SANTA ROSA,CA,95404,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,0.74,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
4TH STREET LASER AND SURGERY CENTER INC,05C0001428,1902964174,SANTA ROSA,CA,95404,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,22,100,
SEASHORE AMBULATORY SURGERY CENTER,31C0001170,1902969439,NORTHFIELD,NJ,8225,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
SEASHORE AMBULATORY SURGERY CENTER,31C0001170,1902969439,NORTHFIELD,NJ,8225,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,9,N/A,1
LANE SURGERY CENTER,38C0001040,1902981558,EUGENE,OR,97401,2021,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,1.13,,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,,N/A,5
LANE SURGERY CENTER,38C0001040,1902981558,EUGENE,OR,97401,2022_Q1,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,5,N/A,5,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,5,22,100,
