"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Phone Number","Condition","Measure ID","Measure Name","Score","Sample","Footnote","Start Date","End Date"
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,(570) 824-3521,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.04,2302,20,01/01/2021,12/31/2021
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,(570) 824-3521,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,2302,20,01/01/2021,12/31/2021
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,(570) 824-3521,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,55,112,"2, 20",01/01/2021,12/31/2021
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,(570) 824-3521,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,70,101,"2, 20",01/01/2021,12/31/2021
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,(570) 824-3521,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,74,147,"2, 20",01/01/2021,12/31/2021
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,(570) 824-3521,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,82,102,"2, 20",01/01/2021,12/31/2021
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,00921,SAN JUAN,(800) 449-8729,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.95,6667,20,01/01/2021,12/31/2021
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,00921,SAN JUAN,(800) 449-8729,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,6667,20,01/01/2021,12/31/2021
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,00921,SAN JUAN,(800) 449-8729,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,64,81,"2, 20",01/01/2021,12/31/2021
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,00921,SAN JUAN,(800) 449-8729,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,84,96,"2, 20",01/01/2021,12/31/2021
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,00921,SAN JUAN,(800) 449-8729,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,86,76,"2, 20",01/01/2021,12/31/2021
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,00921,SAN JUAN,(800) 449-8729,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,83,59,"2, 20",01/01/2021,12/31/2021
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,PROVIDENCE,(401) 457-3042,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,20.5,4590,20,01/01/2021,12/31/2021
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,PROVIDENCE,(401) 457-3042,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.22,4590,20,01/01/2021,12/31/2021
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,PROVIDENCE,(401) 457-3042,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,58,178,"2, 20",01/01/2021,12/31/2021
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,PROVIDENCE,(401) 457-3042,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,87,135,"2, 20",01/01/2021,12/31/2021
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,PROVIDENCE,(401) 457-3042,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,51,140,"2, 20",01/01/2021,12/31/2021
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,02908,PROVIDENCE,(401) 457-3042,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,80,111,"2, 20",01/01/2021,12/31/2021
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,(803) 695-7980,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.15,4183,20,01/01/2021,12/31/2021
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,(803) 695-7980,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,4183,20,01/01/2021,12/31/2021
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,(803) 695-7980,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,72,83,"2, 20",01/01/2021,12/31/2021
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,(803) 695-7980,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,76,136,"2, 20",01/01/2021,12/31/2021
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,(803) 695-7980,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,86,133,"2, 20",01/01/2021,12/31/2021
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,(803) 695-7980,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,63,126,"2, 20",01/01/2021,12/31/2021
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,(843) 577-5011,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,6499,20,01/01/2021,12/31/2021
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,(843) 577-5011,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.42,6499,20,01/01/2021,12/31/2021
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,(843) 577-5011,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,63,134,"2, 20",01/01/2021,12/31/2021
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,(843) 577-5011,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,88,142,"2, 20",01/01/2021,12/31/2021
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,(843) 577-5011,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,68,163,"2, 20",01/01/2021,12/31/2021
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,(843) 577-5011,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,88,142,"2, 20",01/01/2021,12/31/2021
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,(605) 347-2511,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,1507,20,01/01/2021,12/31/2021
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,(605) 347-2511,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.58,1507,20,01/01/2021,12/31/2021
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,(605) 347-2511,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,67,140,"2, 20",01/01/2021,12/31/2021
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,(605) 347-2511,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,84,119,"2, 20",01/01/2021,12/31/2021
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,(605) 347-2511,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,61,183,"2, 20",01/01/2021,12/31/2021
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,(605) 347-2511,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,64,112,"2, 20",01/01/2021,12/31/2021
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,"5, 24",01/01/2021,12/31/2021
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,"5, 24",01/01/2021,12/31/2021
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,Not Available,Not Available,"5, 24",01/01/2021,12/31/2021
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,"5, 24",01/01/2021,12/31/2021
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,Not Available,Not Available,"5, 24",01/01/2021,12/31/2021
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,Not Available,Not Available,"5, 24",01/01/2021,12/31/2021
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.27,1142,20,01/01/2021,12/31/2021
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.08,1142,20,01/01/2021,12/31/2021
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,72,102,"2, 20",01/01/2021,12/31/2021
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,75,68,"2, 20",01/01/2021,12/31/2021
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,68,127,"2, 20",01/01/2021,12/31/2021
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,76,94,"2, 20",01/01/2021,12/31/2021
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.01,7857,20,01/01/2021,12/31/2021
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.06,7857,20,01/01/2021,12/31/2021
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,38,138,"2, 20",01/01/2021,12/31/2021
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,56,138,"2, 20",01/01/2021,12/31/2021
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,46,252,"2, 20",01/01/2021,12/31/2021
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,55,160,"2, 20",01/01/2021,12/31/2021
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.56,5688,20,01/01/2021,12/31/2021
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,2.46,5688,20,01/01/2021,12/31/2021
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,91,122,"2, 20",01/01/2021,12/31/2021
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,88,165,"2, 20",01/01/2021,12/31/2021
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,69,297,"2, 20",01/01/2021,12/31/2021
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,63,190,"2, 20",01/01/2021,12/31/2021
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,"5, 24",01/01/2021,12/31/2021
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,"5, 24",01/01/2021,12/31/2021
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,Not Available,Not Available,"5, 24",01/01/2021,12/31/2021
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,Not Available,Not Available,"5, 24",01/01/2021,12/31/2021
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,Not Available,Not Available,"5, 24",01/01/2021,12/31/2021
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,Not Available,Not Available,"5, 24",01/01/2021,12/31/2021
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.56,11416,20,01/01/2021,12/31/2021
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,1,11416,20,01/01/2021,12/31/2021
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,71,187,"2, 20",01/01/2021,12/31/2021
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,59,220,"2, 20",01/01/2021,12/31/2021
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,60,332,"2, 20",01/01/2021,12/31/2021
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,59,266,"2, 20",01/01/2021,12/31/2021
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,Not Available,Not Available,"7, 20",01/01/2021,12/31/2021
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,Not Available,Not Available,"7, 20",01/01/2021,12/31/2021
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,66,98,"2, 20",01/01/2021,12/31/2021
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,41,56,"2, 20",01/01/2021,12/31/2021
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,55,123,"2, 20",01/01/2021,12/31/2021
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,32,93,"2, 20",01/01/2021,12/31/2021
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0.09,4877,20,01/01/2021,12/31/2021
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0.03,4877,20,01/01/2021,12/31/2021
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,90,91,"2, 20",01/01/2021,12/31/2021
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,87,132,"2, 20",01/01/2021,12/31/2021
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,75,260,"2, 20",01/01/2021,12/31/2021
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,98,163,"2, 20",01/01/2021,12/31/2021
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,0,9075,20,01/01/2021,12/31/2021
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,9075,20,01/01/2021,12/31/2021
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,53,158,"2, 20",01/01/2021,12/31/2021
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,66,149,"2, 20",01/01/2021,12/31/2021
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,58,312,"2, 20",01/01/2021,12/31/2021
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,55,180,"2, 20",01/01/2021,12/31/2021
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Inpatient Psychiatric Facility Measures,HBIPS-2,Hours of physical-restraint use,71.4,9081,20,01/01/2021,12/31/2021
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Inpatient Psychiatric Facility Measures,HBIPS-3,Hours of seclusion,0,9081,20,01/01/2021,12/31/2021
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Inpatient Psychiatric Facility Measures,SUB_2,Alcohol use brief intervention provided or offered,74,148,"2, 20",01/01/2021,12/31/2021
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Inpatient Psychiatric Facility Measures,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,84,163,"2, 20",01/01/2021,12/31/2021
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Inpatient Psychiatric Facility Measures,TOB_2,Tobacco Use Treatment Provided or Offered,58,322,"2, 20",01/01/2021,12/31/2021
45086F,TEMPLE VA MEDICAL CENTER (VA CENTRAL TEXAS HEALTHCARE SYSTEM),1901 VETERANS MEMORIAL DRIVE,TEMPLE,TX,76504,BELL,(254) 778-4811,Inpatient Psychiatric Facility Measures,TOB_3,Tobacco Use Treatment Provided or Offered at Discharge,85,159,"2, 20",01/01/2021,12/31/2021
